,BIOEC_MMC,keywords
2206,1,sustainable tourist destinations
2207,1,destinos turísticos sostenibles
2208,1,sustainable travel culture
2209,1,cultura de viaje sostenible
2210,1,tourism co-responsibility
2211,1,corresponsabilidad turística
2212,1,tourism development
2213,1,desarrollo turístico
2214,1,tourism in protected areas
2215,1,turismo en áreas protegidas
2216,1,tourism intelligence platform
2217,1,plataforma de inteligencia turística
2218,1,tourism management
2219,1,gestión turística
2220,1,tourism sustainability
2221,1,sostenibilidad del turismo
2222,1,tourism-biodiversity relationship
2223,1,relación turismo-biodiversidad
2224,1,tourist behavior
2225,1,comportamiento turístico
2226,1,tourist geoportal
2227,1,geoportal turístico
2228,1,tourist power
2229,1,potencia turística
2230,1,touristic infrastructure
2231,1,infraestructura turística
2232,1,unique natural resources
2233,1,recursos naturales únicos
2234,1,value added
2235,1,valor agregado
2236,1,virtual tour
2237,1,recorrido virtual
2238,1,water footprint
2239,1,huella hídrica
2240,1,gestión del agua
2241,1,wildlife
2242,1,fauna silvestre
2243,3,virocap
2244,2,scientific nature tourism strategy
2245,2,estrategia de turismo cientifico de naturaleza
2246,2,tourism development plan
2247,2,plan de desarrollo turístico
2248,1,regenerative agri-food systems
2249,1,sistemas agroalimentarios regenerativos
2250,1,socio-ecological system
2251,1,sistema socio-ecológico
2252,1,regenerative agriculture
2253,1,agricultura regenerativa
2254,1,fixation of nitrogen
2255,1,fijación de nitrógeno
2256,1,soil health
2257,1,salud del suelo
2258,1,biological fertilization
2259,1,fertilización biológica
2260,1,agricultural system
2261,1,sistema agrícola
2262,1,organic material
2263,1,materia orgánica
2264,1,bioeconomic
2265,1,bioeconómico
2267,1,nutrient cycle
2268,1,ciclo de nutrientes
