BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
,0,,,,,,high-level expert group on resource mobilization for food security,,grupo de expertos de alto nivel sobre movilización de recursos para la seguridad alimentaria,grupo de peritos de alto nível sobre mobilização de recursos para a segurança alimentar,,fao,,
,0,,,,,,household food insecurity access component scale,,escala del componente de acceso de la inseguridad alimentaria en el hogar,escala do componente de acesso à insegurança alimentar doméstica,,fao,,
,0,,,,,,in a situation of food insecurity,,en situación de inseguridad alimentaria,em situação de insegurança alimentar,,fao,,
,0,,,,,,in food safety conditions,,en condiciones de seguridad alimentaria,em condições de segurança alimentar,,fao,,
,0,,,,,,information and mapping system on food insecurity and vulnerability,,sistema de información y cartografía sobre la inseguridad alimentaria y la vulnerabilidad,sistema de informação e mapeamento sobre insegurança e vulnerabilidade alimentar,,fao,,
,0,,,,,,intergovernmental negotiation led by the committee on world food security,,negociación intergubernamental dirigida por el comité de seguridad alimentaria mundial,negociação intergovernamental liderada pelo comitê de segurança alimentar mundial,,fao,,
,0,,,,,,joint FAO/WFP crop and food security assessment mission,,misión conjunta fao/pma de evaluación de los cultivos y la seguridad alimentaria,missão conjunta FAO/PMA de avaliação de colheitas e segurança alimentar,,fao,,
,0,,,,,,map of acute food insecurity according to the integrated food security phase classification (cif),,mapa de la inseguridad alimentaria aguda según la clasificación integrada de la seguridad alimentaria en fases (cif),mapa da insegurança alimentar aguda de acordo com a classificação integrada da fase de segurança alimentar (cif),,fao,,
,0,,,,,,mapping of actions for food and nutritional security,,mapeo de acciones para la seguridad alimentaria y nutricional,mapeamento de ações para segurança alimentar e nutricional,,fao,,
,0,,,,,,mapping of actions for food security,,mapeo de acciones para la seguridad alimentaria,mapeamento de ações para segurança alimentar,,fao,,
,0,,,,,,national food security plan,,plan nacional de seguridad alimentaria,plano nacional de segurança alimentar,,fao,,
,0,,,,,,people affected by food insecurity,,personas afectadas por la inseguridad alimentaria,pessoas afetadas pela insegurança alimentar,,fao,,
,0,,,,,,people exposed to food insecurity,,personas expuestas a la inseguridad alimentaria,pessoas expostas à insegurança alimentar,,fao,,
,0,,,,,,project to support food security and development in the Maradi region,,proyecto de apoyo a la seguridad alimentaria y el desarrollo en la región de maradi,projeto para apoiar a segurança alimentar e o desenvolvimento na região de Maradi,,fao,,
,0,,,,,,reducing food insecurity,,reducción de la inseguridad alimentaria,reduzindo a insegurança alimentar,,fao,,
,0,,,,,,strategy for food security,,estrategia para la seguridad alimentaria,estratégia para a segurança alimentar,,fao,,
,0,,,,,,structure of global food security,,estructura de la seguridad alimentaria mundial,estrutura da segurança alimentar global,,fao,,
,0,,,,,,suffering from food insecurity,,aquejado de inseguridad alimentaria,sofrendo de insegurança alimentar,,fao,,
,0,,,,,,universal and permanent food and nutritional security,,seguridad alimentaria y nutricional universal y permanente,segurança alimentar e nutricional universal e permanente,,fao,,
,0,,,,,,sequencing gel,,gel de secuenciación,gel sequenciador,,fao,,
,0,,,,,,sander sawdust,,serrín de lijadora,lixadeira serragem,,fao,,
,0,,,,,,"agricultural services program to promote innovations, resilience and extension",,"programa de servicios agrícolas para el fomento de las innovaciones, la capacidad de resistencia y la extensión","programa de serviços agrícolas para promover inovações, resiliência e extensão",,fao,,
,0,,,,,,payments for environmental services in agricultural landscapes,,pagos por servicios ambientales en paisajes agrícolas,pagamentos por serviços ambientais em paisagens agrícolas,,fao,,
,0,,,,,,fao: forestry and forest products studies,,fao: estudios de silvicultura y productos forestales,fao: estudos florestais e de produtos florestais,,fao,,
,0,,,,,,"guidance on good practice for land use, land use change and forestry",,"orientación sobre las buenas prácticas para uso de la tierra, cambio de uso de la tierra y silvicultura","orientações sobre boas práticas em matéria de utilização dos solos, alteração do uso dos solos e silvicultura",,fao,,
,0,,,,,,land use change and forestry,,cambio del uso de la tierra y la silvicultura,mudança no uso da terra e silvicultura,,fao,,
,0,,,,,,plan of silvicultural operations,,plan de operaciones silvícolas,plano de operações silviculturais,,fao,,
,0,,,,,,profit-oriented business forestry,,silvicultural empresarial orientada al lucro,silvicultura empresarial com fins lucrativos,,fao,,
,0,,,,,,silvicultural objective,,objetivo silvícola,objetivo silvicultura,,fao,,
,0,,,,,,silvicultural operation,,operación silvícola,operação silvicultura,,fao,,
,0,,,,,,silviculture of artificial forest stands,,silvicultura de poblaciones forestales artificiales,silvicultura de povoamentos florestais artificiais,,fao,,
,0,,,,,,social benefits-oriented forestry,,silvicultura orientada a los beneficiossociales,silvicultura orientada para benefícios sociais,,fao,,
,0,,,,,,agricultural (or agricultural) production system,,sistema de producción agrícola (o agropecuaria),sistema de produção agrícola (ou agrícola),,fao,,
,0,,,,,,fao series: farm systems management,,serie de la fao: gestión de sistemas de explotación agrícola,Série FAO: gerenciamento de sistemas agrícolas,,fao,,
,0,,,,,,farming system,,sistema de explotación agrícola,sistema agrícola,,fao,,
,0,,,,,,impact of agricultural activity on water systems,,impacto de la actividad agrícola en los sistemas hídricos,impacto da atividade agrícola nos sistemas hídricos,,fao,,
,0,,,,,,integrated agricultural-livestock-forestry system,,sistema agrícola-ganadero-forestal integrado,sistema integrado agropecuário-florestal,,fao,,
,0,,,,,,irrigation system for non-agricultural uses,,sistema de riego para usos no agrícolas,sistema de irrigação para usos não agrícolas,,fao,,
,0,,,,,,non-agricultural irrigation system,,sistema de irrigación no agrícola,sistema de irrigação não agrícola,,fao,,
,0,,,,,,promotion of agricultural exploitation systems,,fomento de sistemas de explotación agrícola,promoção de sistemas de exploração agrícola,,fao,,
,0,,,,,,rapid assessment of agricultural knowledge systems,,evaluación rápida de los sistemas de conocimientos agrícolas,avaliação rápida de sistemas de conhecimento agrícola,,fao,,
,0,,,,,,small farm systems,,pequeños sistemas de explotación agrícola,sistemas de pequenas fazendas,,fao,,
,0,,,,,,small scale mixed farming system,,sistema agrícola mixto de pequeña escala,sistema agrícola misto de pequena escala,,fao,,
,0,,,,,,stability of the agricultural ecosystem,,estabilidad del ecosistema agrícola,estabilidade do ecossistema agrícola,,fao,,
,0,,,,,,traditional agricultural system,,sistema agrícola tradicional,sistema agrícola tradicional,,fao,,
,0,,,,,,intercropping agroforestry system,,sistema agroforestal de cultivo intercalado,sistema agroflorestal consorciado,,fao,,
,0,,,,,,adaptation of food systems,,adaptación de los sistemas alimentarios,adaptação dos sistemas alimentares,,fao,,
,0,,,,,,assessment of the sustainability of agricultural and food systems,,evaluación de la sostenibilidad de los sistemas agrícolas y alimentarios,avaliação da sustentabilidade dos sistemas agrícolas e alimentares,,fao,,
,0,,,,,,dietary guidelines based on food systems,,guías alimentarias basadas en sistemas alimentarios,diretrizes dietéticas baseadas em sistemas alimentares,,fao,,
,0,,,,,,food systems approach,,enfoque basado en los sistemas alimentarios,abordagem de sistemas alimentares,,fao,,
,0,,,,,,food systems coordination center,,centro de coordinación sobre los sistemas alimentarios,centro de coordenação de sistemas alimentares,,fao,,
,0,,,,,,governance of food systems at various levels,,gobernanza de los sistemas alimentarios a varios niveles,governação dos sistemas alimentares a vários níveis,,fao,,
,0,,,,,,strategic outcome 4 – sustainability of food systems,,resultado estratégico 4 – sostenibilidad de los sistemas alimentarios,resultado estratégico 4 – sustentabilidade dos sistemas alimentares,,fao,,
,0,,,,,,toolkit for food systems in urban regions,,conjunto de herramientas para los sistemas alimentarios de las regiones urbanas,kit de ferramentas para sistemas alimentares em regiões urbanas,,fao,,
,0,,,,,,site-specific recombination system,,sistema de recombinación específico del sitio,sistema de recombinação específico do local,,fao,,
,0,,,,,,(soil) desalination,,(suelo) desalinización,(solo) dessalinização,,fao,,
,0,,,,,,acid soil,,suelo ácido,solo ácido,,fao,,
,0,,,,,,acid sulphate soil,,suelo de sulfato ácido,solo de sulfato ácido,,fao,,
,0,,,,,,adobe soil,,suelo de adobe,solo de adobe,,fao,,
,0,,,,,,aeolian soil,,suelo eólico,solo eólico,,fao,,
,0,,,,,,aerated soil,,suelo aireado,solo arejado,,fao,,
,0,,,,,,air-dried soil,,suelo secado al aire,solo seco ao ar,,fao,,
,0,,,,,,alkaline soil,,suelo alcalino,solo alcalino,,fao,,
,0,,,,,,allitic soil,,suelo alítico,solo alítico,,fao,,
,0,,,,,,alluvial soil,,suelo aluvial,Solo aluvial,,fao,,
,0,,,,,,alpine meadow soil,,suelo de pradera alpina,solo de prado alpino,,fao,,
,0,,,,,,antecedent soil moisture content,,contenido de humedad del suelo anterior,teor de umidade anterior do solo,,fao,,
,0,,,,,,apedal soil,,suelo apedal,solo apedal,,fao,,
,0,,,,,,applicator for soil fumigants,,aplicador de fumigantes de suelo,aplicador para fumigantes de solo,,fao,,
,0,,,,,,aquic soil moisture regime,,régimen de humedad del suelo áquico,regime de umidade do solo aquático,,fao,,
,0,,,,,,available soil moisture,,humedad disponible del suelo,umidade disponível do solo,,fao,,
,0,,,,,,azonal soil,,suelo azonal,solo azonal,,fao,,
,0,,,,,,bare soil,,suelo desnudo,solo nu,,fao,,
,0,,,,,,bare soil index,,índice de suelo desnudo,índice de solo descoberto,,fao,,
,0,,,,,,bare soil surface,,superficie del suelo desnudo,superfície do solo nua,,fao,,
,0,,,,,,black cotton soil,,suelo de algodon negro,solo de algodão preto,,fao,,
,0,,,,,,black soil,,suelo negro,adubo,,fao,,
,0,,,,,,bog soil,,suelo de pantano,solo pantanoso,,fao,,
,0,,,,,,brown forest soil,,suelo de bosque marrón,solo de floresta marrom,,fao,,
,0,,,,,,brown podzolic soil,,suelo podzólico marrón,solo podzólico marrom,,fao,,
,0,,,,,,brown soil,,suelo marrón,solo marrom,,fao,,
,0,,,,,,brown steppe soil,,suelo de estepa marrón,solo de estepe marrom,,fao,,
,0,,,,,,brown wooded soil,,suelo boscoso marrón,solo arborizado marrom,,fao,,
,0,,,,,,buried soil,,suelo enterrado,solo enterrado,,fao,,
,0,,,,,,calcareous soil,,suelo calcáreo,solo calcário,,fao,,
,0,,,,,,calcimorphic soil,,suelo calcimorfo,solo calcimórfico,,fao,,
,0,,,,,,chestnut soil,,suelo de castaño,solo de castanha,,fao,,
,0,,,,,,cinnamon soil,,tierra de canela,solo de canela,,fao,,
,0,,,,,,clay loam soil,,suelo franco arcilloso,solo argiloso,,fao,,
,0,,,,,,clayey soil,,suelo arcilloso,solo argiloso,,fao,,
,0,,,,,,climax soil,,suelo clímax,solo clímax,,fao,,
,0,,,,,,coarse granular soil,,suelo granular grueso,solo granular grosso,,fao,,
,0,,,,,,coarse-grained soil,,suelo de grano grueso,solo de granulação grossa,,fao,,
,0,,,,,,coarse-gravelled soil,,suelo de grava gruesa,solo de cascalho grosso,,fao,,
,0,,,,,,coarse-loamy soil,,suelo arcilloso grueso,solo argiloso grosso,,fao,,
,0,,,,,,coarse-textured soil,,suelo de textura gruesa,solo de textura grossa,,fao,,
,0,,,,,,cobbly soil,,suelo adoquinado,solo paralelepípedo,,fao,,
,0,,,,,,colluvial soil,,suelo coluvial,solo coluvial,,fao,,
,0,,,,,,contaminant of soils,,contaminante de suelos,contaminante de solos,,fao,,
,0,,,,,,contamination of soils,,contaminación de suelos,contaminação de solos,,fao,,
,0,,,,,,cryogenic soil,,suelo criogénico,solo criogênico,,fao,,
,0,,,,,,dark chestnut soil,,suelo castaño oscuro,solo castanho escuro,,fao,,
,0,,,,,,degraded soil,,suelo degradado,solo degradado,,fao,,
,0,,,,,,deposited soil,,suelo depositado,solo depositado,,fao,,
,0,,,,,,derno-podzolic soil,,suelo derno-podzólico,solo derno-podzólico,,fao,,
,0,,,,,,detailed soil survey,,estudio detallado del suelo,levantamento detalhado do solo,,fao,,
,0,,,,,,digital soil mapping,,mapeo digital del suelo,mapeamento digital do solo,,fao,,
,0,,,,,,digitized soil map of the world,,mapa de suelos digitalizado del mundo,mapa digitalizado do solo do mundo,,fao,,
,0,,,,,,disease-suppressive soil,,suelo supresor de enfermedades,solo supressor de doenças,,fao,,
,0,,,,,,disturbed soil,,suelo perturbado,solo perturbado,,fao,,
,0,,,,,,dried soil,,suelo seco,solo seco,,fao,,
,0,,,,,,emissions from cropland organic soils,,emisiones de suelos orgánicos de tierras de cultivo,emissões de solos orgânicos de terras agrícolas,,fao,,
,0,,,,,,emissions from cultivation of organic soils,,emisiones del cultivo de suelos orgánicos,emissões do cultivo de solos orgânicos,,fao,,
,0,,,,,,emissions from grassland organic soils,,emisiones de suelos orgánicos de pastizales,emissões de solos orgânicos de pastagens,,fao,,
,0,,,,,,emissions from manure applied to soils,,emisiones del estiércol aplicado al suelo,emissões provenientes do estrume aplicado aos solos,,fao,,
,0,,,,,,fao soils bulletin,,boletín de suelos de la fao,boletim de solos da fao,,fao,,
,0,,,,,,ferralitic soil,,suelo ferralítico,solo ferralítico,,fao,,
,0,,,,,,fersiallitic soil,,suelo fersialítico,solo fersialítico,,fao,,
,0,,,,,,fine-grained soil,,suelo de grano fino,solo de grão fino,,fao,,
,0,,,,,,fine-loamy soil,,suelo arcilloso fino,solo argiloso fino,,fao,,
,0,,,,,,fine-textured soil,,suelo de textura fina,solo de textura fina,,fao,,
,0,,,,,,forest soil,,suelo forestal,solo florestal,,fao,,
,0,,,,,,fragile soil,,suelo frágil,solo frágil,,fao,,
,0,,,,,,frozen soil,,suelo congelado,solo congelado,,fao,,
,0,,,,,,gasoil,,gasoil,gasóleo,,fao,,
,0,,,,,,gley soil,,suelo gley,solo gley,,fao,,
,0,,,,,,global assessment of soil pollution,,evaluación global de la contaminación del suelo,avaliação global da poluição do solo,,fao,,
,0,,,,,,global soil partnership focal points,,Puntos focales de la Alianza Mundial por el Suelo,pontos focais da parceria global para o solo,,fao,,
,0,,,,,,gravelly soil,,suelo de grava,solo pedregoso,,fao,,
,0,,,,,,great soil group,,gran grupo de suelos,grande grupo de solo,,fao,,
,0,,,,,,grey desert soil,,suelo gris del desierto,solo cinza do deserto,,fao,,
,0,,,,,,grey ferruginous soil,,suelo ferruginoso gris,solo ferruginoso cinza,,fao,,
,0,,,,,,grey forest soil,,suelo de bosque gris,solo de floresta cinza,,fao,,
,0,,,,,,grey soil,,suelo gris,solo cinza,,fao,,
,0,,,,,,grey wooded soil,,suelo boscoso gris,solo arborizado cinza,,fao,,
,0,,,,,,grey-brown podzolic soil,,suelo podzólico de color marrón grisáceo,solo podzólico cinza-marrom,,fao,,
,0,,,,,,groundwater soil,,suelo de agua subterránea,solo de águas subterrâneas,,fao,,
,0,,,,,,gsp soil data policy,,política de datos del suelo gsp,política de dados do solo gsp,,fao,,
,0,,,,,,half bog soil,,suelo medio pantanoso,solo de meio pântano,,fao,,
,0,,,,,,halomorphic soil,,suelo halomorfo,solo halomórfico,,fao,,
,0,,,,,,heather soil,,suelo de brezo,solo de urze,,fao,,
,0,,,,,,heavy soils,,suelos pesados,solos pesados,,fao,,
,0,,,,,,high-veld prairie soil,,suelo de pradera alta,solo de pradaria alta,,fao,,
,0,,,,,,human-induced soil degradation,,degradación del suelo inducida por el hombre,degradação do solo induzida pelo homem,,fao,,
,0,,,,,,human-induced soil salinization,,salinización del suelo inducida por el hombre,salinização do solo induzida pelo homem,,fao,,
,0,,,,,,humic gley soil,,suelo húmico gley,solo gley húmico,,fao,,
,0,,,,,,hydrologic soil depth,,profundidad hidrológica del suelo,profundidade hidrológica do solo,,fao,,
,0,,,,,,hydromorphic soil,,suelo hidromorfo,solo hidromórfico,,fao,,
,0,,,,,,hyperthermic soil temperature regime,,régimen de temperatura del suelo hipertérmico,regime hipertérmico de temperatura do solo,,fao,,
,0,,,,,,immature soil,,suelo inmaduro,solo imaturo,,fao,,
,0,,,,,,impervious soil,,suelo impermeable,solo impermeável,,fao,,
,0,,,,,,intergrade soil,,suelo intergrado,solo intergrado,,fao,,
,0,,,,,,intrazonal soil,,suelo intrazonal,solo intrazonal,,fao,,
,0,,,,,,isofrigid soil temperature regime,,régimen de temperatura del suelo isofrígido,regime de temperatura do solo isofrígido,,fao,,
,0,,,,,,isohyperthermic soil temperature regime,,régimen de temperatura del suelo isohipertérmico,regime iso-hipertérmico de temperatura do solo,,fao,,
,0,,,,,,isomesic soil temperature regime,,régimen de temperatura del suelo isomésico,regime isomésico de temperatura do solo,,fao,,
,0,,,,,,juvenile soil,,suelo juvenil,solo juvenil,,fao,,
,0,,,,,,laterite soil,,suelo de laterita,solo laterítico,,fao,,
,0,,,,,,lateritic soil,,suelo laterítico,solo laterítico,,fao,,
,0,,,,,,light clay soil,,suelo arcilloso ligero,solo argiloso leve,,fao,,
,0,,,,,,light soil,,suelo liviano,Solo leve,,fao,,
,0,,,,,,living soil cover,,cubierta de suelo vivo,cobertura viva do solo,,fao,,
,0,,,,,,loose soil,,tierra suelta,solo solto,,fao,,
,0,,,,,,mapping of soil organic carbon,,mapeo del carbono orgánico del suelo,mapeamento do carbono orgânico do solo,,fao,,
,0,,,,,,marble soil,,suelo de mármol,solo de mármore,,fao,,
,0,,,,,,mature soil,,suelo maduro,solo maduro,,fao,,
,0,,,,,,mellow soil,,suelo suave,solo maduro,,fao,,
,0,,,,,,mineral soil,,suelo mineral,solo mineral,,fao,,
,0,,,,,,modified universal soil loss equation,,ecuación universal modificada de pérdida de suelo,equação universal modificada de perda de solo,,fao,,
,0,,,,,,muck soil,,tierra de barro,solo sujo,,fao,,
,0,,,,,,mucky soil,,suelo sucio,solo sujo,,fao,,
,0,,,,,,muddy soil,,suelo fangoso,solo lamacento,,fao,,
,0,,,,,,munsell soil color chart,,carta de colores del suelo munsell,tabela de cores do solo Munsell,,fao,,
,0,,,,,,natural soil salinization,,salinización natural del suelo,salinização natural do solo,,fao,,
,0,,,,,,night soil,,terreno nocturno,solo noturno,,fao,,
,0,,,,,,no-till of soil,,labranza cero del suelo,plantio direto do solo,,fao,,
,0,,,,,,non-renewable soil resources,,recursos del suelo no renovables,recursos não renováveis ​​do solo,,fao,,
,0,,,,,,noncalcic brown soil,,suelo marrón no cálcico,solo marrom não cálcico,,fao,,
,0,,,,,,peat soil,,suelo de turba,Solo de turfa,,fao,,
,0,,,,,,pedal soil,,suelo de pedal,solo de pedal,,fao,,
,0,,,,,,peraquic soil moisture regime,,régimen de humedad del suelo peráquico,regime de umidade do solo peráquico,,fao,,
,0,,,,,,pergelic soil temperature regime,,régimen de temperatura del suelo pergélico,regime de temperatura do solo pergélico,,fao,,
,0,,,,,,perudic soil moisture regime,,régimen de humedad del suelo perúdico,regime de umidade do solo perudico,,fao,,
,0,,,,,,pf of soil water,,pf de agua del suelo,PF da água do solo,,fao,,
,0,,,,,,physical soil property,,propiedad física del suelo,propriedade física do solo,,fao,,
,0,,,,,,plastic soil,,suelo plastico,solo de plástico,,fao,,
,0,,,,,,potential acid sulphate soil,,suelo potencial de sulfato ácido,solo com sulfato ácido potencial,,fao,,
,0,,,,,,prairie soil,,suelo de pradera,solo de pradaria,,fao,,
,0,,,,,,problem soils,,suelos problemáticos,solos problemáticos,,fao,,
,0,,,,,,progressive soil salinization,,salinización progresiva del suelo,salinização progressiva do solo,,fao,,
,0,,,,,,protection for other soil and water protection related purposes,,Protección para otros fines relacionados con la protección del suelo y el agua.,proteção para outros fins relacionados à proteção do solo e da água,,fao,,
,0,,,,,,pseudopodzolic soil,,suelo pseudopodzólico,solo pseudopodzólico,,fao,,
,0,,,,,,pumice soil,,suelo de piedra pómez,solo de pedra-pomes,,fao,,
,0,,,,,,qualitative soil map,,mapa cualitativo del suelo,mapa qualitativo do solo,,fao,,
,0,,,,,,quantitative soil map,,mapa cuantitativo del suelo,mapa quantitativo do solo,,fao,,
,0,,,,,,quick sandy soil,,suelo arenoso rápido,solo arenoso rápido,,fao,,
,0,,,,,,recarbonization of global soils facility,,Fondo de recarbonización de suelos globales.,instalação de recarbonização de solos globais,,fao,,
,0,,,,,,reconnaissance soil survey,,estudio de reconocimiento del suelo,levantamento de solo de reconhecimento,,fao,,
,0,,,,,,recsoil,,recsuelo,recolocar,,fao,,
,0,,,,,,recsoil facility,,instalación de recreo del suelo,instalação de ressoamento,,fao,,
,0,,,,,,red desert soil,,suelo del desierto rojo,solo deserto vermelho,,fao,,
,0,,,,,,red podzolic soil,,suelo podzólico rojo,solo podzólico vermelho,,fao,,
,0,,,,,,red soil,,suelo rojo,solo vermelho,,fao,,
,0,,,,,,reddish brown lateritic soil,,suelo laterítico marrón rojizo,solo laterítico marrom avermelhado,,fao,,
,0,,,,,,reddish brown soil,,suelo marrón rojizo,solo marrom avermelhado,,fao,,
,0,,,,,,reddish brown steppe soil,,suelo de estepa marrón rojizo,solo de estepe marrom avermelhado,,fao,,
,0,,,,,,reddish chestnut soil,,suelo castaño rojizo,solo castanho avermelhado,,fao,,
,0,,,,,,reddish prairie soil,,suelo de pradera rojiza,solo de pradaria avermelhado,,fao,,
,0,,,,,,redoximorphic soil,,suelo redoximorfo,solo redoximórfico,,fao,,
,0,,,,,,reference soil group,,grupo de suelos de referencia,grupo de solo de referência,,fao,,
,0,,,,,,relic soil,,suelo reliquia,solo relíquia,,fao,,
,0,,,,,,residual soil,,suelo residual,solo residual,,fao,,
,0,,,,,,revised universal soil loss equation,,ecuación universal revisada de pérdida de suelo,equação universal revisada de perda de solo,,fao,,
,0,,,,,,running sandy soil,,corriendo suelo arenoso,correndo em solo arenoso,,fao,,
,0,,,,,,saline soil,,suelo salino,solo salino,,fao,,
,0,,,,,,saline-alkali soil,,suelo salino-alcalino,solo salino-alcalino,,fao,,
,0,,,,,,saline-sodic soil,,suelo salino-sódico,solo salino-sódico,,fao,,
,0,,,,,,salt-affected soil,,suelo afectado por la sal,solo afetado por sal,,fao,,
,0,,,,,,sandy soil,,suelo arenoso,solo arenoso,,fao,,
,0,,,,,,secondary soil,,suelo secundario,solo secundário,,fao,,
,0,,,,,,secondary soil salinization,,salinización secundaria del suelo,salinização secundária do solo,,fao,,
,0,,,,,,sedimentary soil,,suelo sedimentario,solo sedimentar,,fao,,
,0,,,,,,shallow soil,,suelo poco profundo,solo raso,,fao,,
,0,,,,,,siallitic soil,,suelo sialitico,solo sialítico,,fao,,
,0,,,,,,skeletal soil,,suelo esquelético,solo esquelético,,fao,,
,0,,,,,,slightly salt-affected soil,,suelo ligeramente afectado por la sal,solo ligeiramente afetado por sal,,fao,,
,0,,,,,,sodic soil,,suelo sódico,solo sódico,,fao,,
,0,,,,,,sodium soil,,suelo de sodio,solo de sódio,,fao,,
,0,,,,,,soil acidification,,acidificación del suelo,acidificação do solo,,fao,,
,0,,,,,,soil adjusted vegetation ratio,,proporción de vegetación ajustada al suelo,proporção de vegetação ajustada ao solo,,fao,,
,0,,,,,,soil aeration,,aireación del suelo,aeração do solo,,fao,,
,0,,,,,,soil aggregation index,,índice de agregación del suelo,índice de agregação do solo,,fao,,
,0,,,,,,soil air,,aire del suelo,ar do solo,,fao,,
,0,,,,,,soil alkalinization,,alcalinización del suelo,alcalinização do solo,,fao,,
,0,,,,,,soil amelioration,,mejora del suelo,melhoria do solo,,fao,,
,0,,,,,,soil amendment,,enmienda del suelo,corretivo do solo,,fao,,
,0,,,,,,soil and water assessment tool,,herramienta de evaluación de suelos y aguas,ferramenta de avaliação de solo e água,,fao,,
,0,,,,,,soil association,,asociación de suelos,associação de solo,,fao,,
,0,,,,,,soil atlas of europe,,atlas de suelos de europa,atlas de solos da europa,,fao,,
,0,,,,,,soil attribute,,atributo del suelo,atributo do solo,,fao,,
,0,,,,,,soil auger,,barrena de suelo,trado de solo,,fao,,
,0,,,,,,soil binding,,unión del suelo,ligação do solo,,fao,,
,0,,,,,,soil block,,bloque de suelo,bloco de solo,,fao,,
,0,,,,,,soil block press,,prensa de bloques de suelo,prensa de bloco de solo,,fao,,
,0,,,,,,soil bucket auger,,barrena del cubo del suelo,trado de caçamba de solo,,fao,,
,0,,,,,,soil c sequestration,,secuestro de c en el suelo,sequestro do solo c,,fao,,
,0,,,,,,soil capability map,,mapa de capacidad del suelo,mapa de capacidade do solo,,fao,,
,0,,,,,,soil capping,,recubrimiento del suelo,cobertura do solo,,fao,,
,0,,,,,,soil carbon concentration,,concentración de carbono en el suelo,concentração de carbono no solo,,fao,,
,0,,,,,,soil carbon pool,,reserva de carbono del suelo,reservatório de carbono do solo,,fao,,
,0,,,,,,soil class,,clase de suelo,classe de solo,,fao,,
,0,,,,,,soil classification,,clasificación del suelo,classificação do solo,,fao,,
,0,,,,,,soil compaction,,compactación del suelo,compactação do solo,,fao,,
,0,,,,,,soil complex,,complejo de suelo,complexo de solo,,fao,,
,0,,,,,,soil condition,,condición del suelo,condição do solo,,fao,,
,0,,,,,,soil conditioner,,acondicionador de suelo,condicionador do solo,,fao,,
,0,,,,,,soil conditioning,,acondicionamiento del suelo,condicionamento do solo,,fao,,
,0,,,,,,soil constituent,,constituyente del suelo,constituinte do solo,,fao,,
,0,,,,,,soil contaminant,,contaminante del suelo,contaminante do solo,,fao,,
,0,,,,,,soil contamination,,Contaminacion de suelo,contaminação do solo,,fao,,
,0,,,,,,soil core,,núcleo del suelo,núcleo do solo,,fao,,
,0,,,,,,soil cracking,,agrietamiento del suelo,rachaduras no solo,,fao,,
,0,,,,,,soil crusting,,formación de costras en el suelo,crostas no solo,,fao,,
,0,,,,,,soil degradation,,degradación del suelo,degradação do solo,,fao,,
,0,,,,,,soil degradation map,,mapa de degradación del suelo,mapa de degradação do solo,,fao,,
,0,,,,,,soil depletion,,agotamiento del suelo,esgotamento do solo,,fao,,
,0,,,,,,soil depth,,profundidad del suelo,profundidade do solo,,fao,,
,0,,,,,,soil detachibility,,desprendibilidad del suelo,destacabilidade do solo,,fao,,
,0,,,,,,soil detachment,,desprendimiento del suelo,desprendimento do solo,,fao,,
,0,,,,,,soil disturbance,,alteración del suelo,perturbação do solo,,fao,,
,0,,,,,,soil divider,,divisor de suelo,divisor de solo,,fao,,
,0,,,,,,soil doctor,,doctor del suelo,médico do solo,,fao,,
,0,,,,,,soil drainage class,,clase de drenaje del suelo,aula de drenagem do solo,,fao,,
,0,,,,,,soil dressing,,aderezo del suelo,curativo de solo,,fao,,
,0,,,,,,soil erodibility k-factor,,factor k de erosionabilidad del suelo,fator k de erodibilidade do solo,,fao,,
,0,,,,,,soil erosion,,la erosión del suelo,erosão do solo,,fao,,
,0,,,,,,soil erosion by wind,,erosión del suelo por el viento,erosão do solo pelo vento,,fao,,
,0,,,,,,soil erosion control,,control de la erosión del suelo,controle da erosão do solo,,fao,,
,0,,,,,,soil erosion hazard,,peligro de erosión del suelo,perigo de erosão do solo,,fao,,
,0,,,,,,soil erosion toposequence,,toposecuencia de la erosión del suelo,toposequência de erosão do solo,,fao,,
,0,,,,,,soil expectation value,,valor esperado del suelo,valor esperado do solo,,fao,,
,0,,,,,,soil extract,,extracto de suelo,extrato de solo,,fao,,
,0,,,,,,soil fabric,,tela del suelo,tecido do solo,,fao,,
,0,,,,,,soil family,,familia del suelo,família do solo,,fao,,
,0,,,,,,soil feature,,característica del suelo,característica do solo,,fao,,
,0,,,,,,soil formation,,formación del suelo,formação do solo,,fao,,
,0,,,,,,soil formation factor,,factor de formación del suelo,fator de formação do solo,,fao,,
,0,,,,,,soil formation process,,proceso de formación del suelo,processo de formação do solo,,fao,,
,0,,,,,,soil forming processes,,procesos de formación del suelo,processos de formação de solo,,fao,,
,0,,,,,,soil fraction,,fracción del suelo,fração do solo,,fao,,
,0,,,,,,soil fumigation,,fumigación del suelo,fumigação do solo,,fao,,
,0,,,,,,soil genesis,,génesis del suelo,gênese do solo,,fao,,
,0,,,,,,soil governance,,gobernanza del suelo,governança do solo,,fao,,
,0,,,,,,soil grid,,rejilla del suelo,grade do solo,,fao,,
,0,,,,,,soil grouping,,agrupación de suelos,agrupamento de solo,,fao,,
,0,,,,,,soil heat flux,,flujo de calor del suelo,fluxo de calor do solo,,fao,,
