sectors,keyword_en,keyword_es,keyword_pt
,healthcare innovation,,
,digital health,,
,quality improvement,,
,system transformation,,
,patient safety,,
,patient and public involvement,,
,citizen co-creation,,
,medtech,,
,evidence and evaluation,,
,leadership and culture y medicines optimisation,,
,trade,,
,foreign direct investment,,
,export control,,
,export finance,,
,business y business support,,
,pharmaceutical products y vaccines,,
,higher education y membership organisation,,
,right to food,,
,comunications,,
,emergency aid,,
,international development,,
,policy formulation,,
,international conference,,
,zero hunger,,
,end poverty y sdgs,,
,natural resources,,
,economics,,
,ngo,,
,economics,,
,corporate,,
,social responsibility y non-profit,,
,oil & gas,,
,advanced analysis,,
,water,,
,energy,,
,hydrogen,,
,nuclear services,,
,manufacturing,,
,metals & minerals,,
,health,,
,architecture,,
,digital technology,,
,telecommunications,,
,competitiveness & innovation,,
,city & territory,,
,infraestructure,,
,rail systems y strategy & operations,,
,utilities,,
,energy y renewables,,
,customs & international trade,,
,banking & financial services,,
,infrastructure & public utilities,,
,corporate,,
,litigation,,
,arbitration & insolvency,,
,mergers & acquisitions,,
,capital market & securities regulation,,
,antitrust & competition,,
,compliance,,
,environment & sustainable business,,
,tax,,
,forex,,
,derivatives & structured finance,,
,immigration,,
,insurance & reinsurance,,
,labor & employment,,
,natural resources,,
,real estate,,
,urban regulation,,
,hotels & agribusiness,,
,renewable energy & energy efficiency,,
,telecommunications,,
,media & technology y trusts & estates,,
,retail,,
,distribution y beverages,,
,business software,,
,developer tools,,
,home & educational software,,
,tablets,,
,search,,
,advertising,,
,servers,,
,windows operating system,,
,windows applications & platforms,,
,smartphones,,
,cloud computing,,
,quantum computing,,
,future of work,,
,productivity,,
,ai,,
,artificial intelligence,,
,laptops,,
,mixed reality,,
,virtual reality,,
,gaming,,
,developers y it professional,,
,education,,
,high school,,
,professional,,
,engineering,,
,phd´s y research,,
,higher education,,
,research & development,,
,doctoral programs y technological innovation,,
,higher education & research,,
,electrification,,
,digitalization,,
,technology,,
,engineering,,
,manufacturing,,
,artificial intelligence,,
,internet of things,,
,cybersecurity,,
,infrastructure,,
,digital twin,,
,metaverse,,
,transport y smart buildings,,
,ip law,,
,antitrust law,,
,corporate/transactional law,,
,regulatory law,,
,unfair competition law,,
,data privacy,,
,compliance,,
,patent law y trademark law,,
,diplomacy,,
,science and innovation,,
,international business development,,
,public affairs,,
,cooperation,,
,trade,,
,international relations,,
,united kingdom,,
,technology,,
,engineering,,
,infrastructure,,
,financial services,,
,food and drink,,
,fashion y design,,
,audit,,
,consulting,,
,financial advisory,,
,risk management y tax services,,
,esg,,
,banking,,
,nature,,
,water,,
,risk management,,
,disclosures,,
,reporting y nature positive,,
,medical devices,,
,biosurgery,,
,anesthetics y pharmacy automation,,
,economics,,
,hunger,,
,malnutrition,,
,development,,
,food,,
,social science,,
,climate,,
,resilience,,
,food policy,,
,poverty,,
,open access,,
,trade,,
,globalization,,
,migration y gender,,
,early stage startup,,
,cleantech,,
,training,,
,green business,,
,startups y entrepreneurship,,
,international and interregional cooperation,,
,information and communication technology (ict),,
,tourism innovation and sustainable tourism,,
,renewable energies,,
,waste and waste water management,,
,public administration efficiency y cultural and creative industries,,
,democratic governance,,
,crisis prevention and recovery,,
,poverty reduction,,
,environment and energy,,
,social inclusion and sustainable development,,
,peacebuilding y climate,,
,entrepreneurial ecosystem development,,
,value chain development,,
,policy dialogue,,
,crecimiento verde,,
,gobernanza,,
,construcción sostenible,,
,natural ingredients,,
,ingredientes naturales,,
,specialty cocoa,,
,specialty coffee,,
,cafés especiales,,
,cacaos especiales y turismo sostenible,,
Agro,abiotic pollination,polinización abiótica,polinização abiótica
Transversal,abundance ecological,abundancia ecologica,abundância ecológica
Forestal,active restoration,restauración activa,restauração ativa
Forestal,afforestation,forestación,florestação
Agro,agri-environmental schemes,planes agroambientales,regimes agroambientais
Agro,agricultural biology,biología agrícola,biologia agrícola
Agro,agricultural chemistry,química agrícola,química agrícola
Agro,agricultural cooperatives,cooperativa agrícola,cooperativas agrícolas
Agro,agricultural credit,crédito agrícola,crédito agrícola
Agro,agricultural education,enseñanza agrícola,educação agrícola
Agro,agricultural engineering,ingeniería agrícola,Engenharia Agrícola
Agro,agricultural enterprises,empresa agrícola,empresas agrícolas
Agro,agricultural extensification_1,extensificación agrícola_1,extensificação agrícola_1
Agro,agricultural extension,extensión agrícola,extensão agrícola
Agro,agricultural genetics,genética agrícola,genética agrícola
Agro,agricultural information systems,sistema de información agrícola,sistemas de informação agrícola
Agro,agricultural intensification,intensificación agrícola,intensificação agrícola
Agro,agricultural land,tierra agrícola,terras agrícolas
Agro,agricultural markets,mercado agrícola,mercados agrícolas
Agro,agricultural planning,planificación agrícola,planejamento agrícola
Agro,agricultural policy,política agraria,política agrícola
Agro,agricultural prices,precio agrícola,preços agrícolas
Agro,agricultural production,producción agrícola,produção agrícola
Agro,agricultural production landscapes,paisajes de producción agrícola,paisagens de produção agrícola
Agro,agricultural products,producto agrícola,produtos agrícolas
Agro,agricultural research,investigación agrícola,pesquisa agrícola
Agro,agricultural wastes,desperdicio agrícola,resíduos agrícolas
Agro,agrisilvicultural systems,sistemas agrosilvícolas,sistemas agrosilviculturais
Agro,agrisilvipastoral systems,sistemas agrosilvipastoriles,sistemas agrosilvipastoris
Agro,agro-deforestation,agrodeforestación,agrodesmatamento
Agro,agro-ecological zones,zonas agroecológicas,zonas agroecológicas
Agro,agro-silvo-pastoralism,agrosilvopastoralismo,agro-silvo-pastorilismo
Agro,agrobiodiversity (or agricultural biodiversity),agrobiodiversidad,agrobiodiversidade (ou biodiversidade agrícola)
Agro,agrobiodiversity (or agricultural biodiversity),biodiversidad agrícola,agrobiodiversidade (ou biodiversidade agrícola)
Agro,agroecological agriculture,agricultura agroecológica,agricultura agroecológica
Agro,agroecological crop protection,protección agroecológica de cultivos,proteção agroecológica de cultivos
Agro,agroecological design,diseño agroecológico,projeto agroecológico
Agro,agroecological infrastructure,infraestructura agroecológica,infraestrutura agroecológica
Agro,agroecological transition,transición agroecológica,transição agroecológica
Agro,agroecology_1,agroecologia_1,agroecologia_1
Agro,agroecosystem,agroecosistema,agroecossistema
Agro,agroecosystem health,salud del agroecosistema,saúde do agroecossistema
Agro,agroforestry_1,agroforestería_1,agrossilvicultura_1
Agro,agroindustry,agroindustria,agroindústria
Transversal,alien invasive species,especies exóticas invasoras,espécies exóticas invasoras
Transversal,alien species,especies foráneas,espécies alienígenas
Transversal,allelopathy,alelopatía,alelopatia
Agro,alluvial soil,suelo aluvial,Solo aluvial
Agro,alternative agriculture,agricultura alternativa,agricultura alternativa
Transversal,anaerobic,anaeróbico,anaeróbico
Transversal,anaerobic digestion on farms,digestión anaeróbica en granjas,digestão anaeróbica em fazendas
Agro,anthropogenic biome,bioma antropogénico,bioma antropogênico
Transversal,anthropogenic landscapes,paisajes antropogénicos,paisagens antropogênicas
Piscícola,aquaponic,acuapónico,aquapônico
Piscícola,aquatic ecosystems,ecosistema acuático,ecossistemas aquáticos
Piscícola,aquatic environment,medio ambiente acuático,ambiente aquático
Biotecnología,molecular plant breeding,mejoramiento de plantas moleculares,melhoramento molecular de plantas
Transversal,aquifer,acuífero,aquífero
Transversal,aquifers,capa acuífera,aquíferos
Transversal,arid ecosystems,ecosistemas áridos,ecossistemas áridos
Transversal,arid regions,regiones áridas,regiões áridas
Transversal,arid zones,zona árida,zonas áridas
Transversal,aridification,aridificación,aridificação
Transversal,associated biodiversity,biodiversidad asociada,biodiversidade associada
Agro,autonomy in agricultural sytems,autonomía en los sistemas agrícolas,autonomia em sistemas agrícolas
Transversal,badlands,páramos,ermo
Transversal,bioclimatology,bioclimatología,bioclimatologia
Turismo,biocultural diversity,diversidad biocultural,diversidade biocultural
Transversal,biodiversity loss,pérdida de biodiversidad,perda de biodiversidade
Agro,biodynamic agriculture,agricultura biodinámica,agricultura biodinâmica
Transversal,biofumigation,biofumigación,biofumigação
Energía,biogas,biogás,biogás
Transversal,biogenesis,biogénesis,biogênese
Transversal,biogeochemistry,biogeoquímica,biogeoquímica
Transversal,biogeography,biogeografía,biogeografia
Transversal,biological adaptation,adaptación biológica,adaptação biológica
Transversal,biological diversity,diversidad biológica,diversidade Biológica
Transversal,biological effects,efectos biológicos,efeitos biológicos
Transversal,biological input,aporte biológico,insumo biológico
Transversal,biological regulation,regulación biológica,regulação biológica
Transversal,biological research,investigación biológica,pesquisa biológica
Transversal,biological resources,recursos biológicos,recursos biológicos
Energía,biomass energy,energía de la biomasa,energia de biomassa
Transversal,biomes,bioma,biomas
Transversal,biometrics,biometría,biometria
Agro,agroclimatology,agroclimatología,agroclimatologia
Transversal,bioresource,biorecurso,recurso biológico
Transversal,animal diseases,enfermedad animal,doenças animais
Transversal,biosphere,biosfera,biosfera
Transversal,biosphere reserves,reservas de la biosfera,reservas da biosfera
Transversal,biota,biota,Biota
Transversal,animal ecology,ecología animal,ecologia animal
Transversal,animal husbandry,zootecnia,criação animal
Transversal,anoxic,anóxico,anóxico
Transversal,biotic facilitation,facilitación biótica,facilitação biótica
Transversal,biotic homogenization,homogeneización biótica,homogeneização biótica
Transversal,birds,ave,pássaros
Transversal,applied research,investigación aplicada,pesquisa aplicada
Transversal,blue carbon,carbono azul,carbono azul
Piscícola,aquatic animals,animal acuático,animais aquaticos
Transversal,aqueous slurries,suspensiones acuosas,pastas aquosas
Transversal,artificial procreation,procreación artificial,procriação artificial
Transversal,autofertility,autofertilidad,autofertilidade
Forestal,avoided deforestation in conjunction with afforestation and reforestation,deforestación evitada en conjunto con forestación y reforestación (adaff),evitou o desmatamento em conjunto com florestamento e reflorestamento
Agro,beekeeping,apicultura,apicultura
Biotecnología,bio-technical stabilization,estabilización biotecnológica,estabilização biotécnica
Transversal,biocapacity,biocapacidad,biocapacidade
Transversal,biochar,biocarbón,biochar
Transversal,biochemical oxygen demand,demanda bioquímica de oxígeno,Demanda de oxigênio bioquímico
Transversal,carbon,carbono,carbono
Transversal,biocultural management,gestión biocultural,gestão biocultural
Turismo,biocultural refugia,refugios bioculturales,refúgio biocultural
Transversal,biodiversity footprint,huella de biodiversidad,pegada de biodiversidade
Transversal,carbon footprint,huella de carbono,pegada de carbono
Transversal,carbon offset,compensación de carbono,compensação de carbono
Transversal,biodiversity hotspot,hotspot de biodiversidad,hotspot de biodiversidade
Transversal,carbon sink,sumidero de carbono,sumidouro de carbono
Transversal,carbon storage,almacenamiento de carbono,armazenamento de carbono
Transversal,biodiversity offset,compensación de biodiversidad,compensação de biodiversidade
Transversal,carbon uptake,absorción de carbono,absorção de carbono
Transversal,bioethanol,bioetanol,bioetanol
Transversal,biogenic,biogénico,biogênico
Transversal,casual species,especies casuales,espécies casuais
Transversal,biogeochemical cycles,ciclos biogeoquímicos,ciclos biogeoquímicos
Transversal,biological oxygen demand,demanda biológica de oxígeno,demanda biológica de oxigênio
Transversal,biophysical system,sistema biofísico,sistema biofísico
Transversal,biophysical value,valor biofísico,valor biofísico
Transversal,biosecurity,bioseguridad,biossegurança
Transversal,botanical gardens,jardin botánico,jardins botânicos
Transversal,buffer zones,zonas de amortiguamiento,zonas tampão
Transversal,chemical compounds,compuesto químico,compostos químicos
Transversal,chemical effects,efectos químicos,efeitos químicos
Transversal,chemical elements,elemento químico,elementos químicos
Transversal,bumble bee,abejorro,abelha
Transversal,chemical kinetics,cinética química,cinética química
Transversal,carbon taxes,impuestos al carbono,impostos sobre carbono
Transversal,certification environmental,certificación ambiental,certificação ambiental
Transversal,chemical properties,propiedad química,propriedades quimicas
Transversal,charismatic species,especie carismática,espécies carismáticas
Transversal,chemosynthetic ecosystem,ecosistema quimiosintético,ecossistema quimiossintético
Transversal,climate change adaptation,adaptación al cambio climático,adaptação às alterações climáticas
Transversal,chemosynthesis,quimiosíntesis,quimiossíntese
Transversal,climatic data,datos climáticos,dados climáticos
Transversal,clinical medicine,medicina clínica,Medicina Clínica
Transversal,closed water systems,sistemas de agua cerrados,sistemas de água fechados
Transversal,coastal protection,protección costera,proteção costeira
Transversal,coastal zones,zona costera,zonas costeiras
Transversal,coffee,café,café
Transversal,collaborative governance,gobernanza colaborativa,governança colaborativa
Transversal,climate regulation,regulación climática,regulação climática
Agro,climate smart agriculture,agricultura climáticamente inteligente,agricultura inteligente em termos climáticos
Agro,climate smart agriculture (csa),agricultura climáticamente inteligente (csa),agricultura inteligente para o clima (csa)
Transversal,climate variability,variabilidad climática,variabilidade climática
Transversal,community ecological,comunidad ecológica,comunidade ecológica
Forestal,community- managed forests,bosques gestionados por la comunidad,florestas geridas pela comunidade
Transversal,community-based conservation,conservación basada en la comunidad,conservação baseada na comunidade
Transversal,community-based natural resource management,gestión comunitaria de recursos naturales,gestão de recursos naturais baseada na comunidade
Transversal,cover crop,cultivo de cobertura,cultura de cobertura
Transversal,crop auxiliaries,auxiliares de cultivo,auxiliares de colheita
Transversal,closing nutrient cycles,cerrar ciclos de nutrientes,fechando ciclos de nutrientes
Transversal,cross pollination,polinización cruzada,polinização cruzada
Transversal,cultural ecosystem services,servicios ecosistémicos culturales,serviços ecossistêmicos culturais
Forestal,community forestry,silvicultura comunitaria,silvicultura comunitária
Transversal,direct seeding under cover crop,siembra directa bajo cultivo de cobertura,semeadura direta sob cultura de cobertura
Agro,ecologically intensive agriculture,agricultura ecológicamente intensiva,agricultura ecologicamente intensiva
Forestal,community-based forest management,manejo forestal comunitario,manejo florestal comunitário
Transversal,community-based monitoring,monitoreo comunitario,monitoramento baseado na comunidade
Transversal,economic vulnerability,vulnerabilidad económica,vulnerabilidade económica
Transversal,conservation biological control,control biológico de conservación,controle biológico de conservação
Transversal,ecopathology,ecopatología,ecopatologia
Transversal,ecosystem accounting,contabilidad del ecosistema,contabilidade do ecossistema
Transversal,ecosystem function,función del ecosistema,função do ecossistema
Transversal,ecosystem integrity,integridad del ecosistema,integridade do ecossistema
Transversal,ecosystem sensitivity,sensibilidad del ecosistema,sensibilidade do ecossistema
Transversal,ecosystem structure,estructura del ecosistema,estrutura do ecossistema
Transversal,edge effect,efecto de borde,efeito de borda
Transversal,environmental chemistry,química ambiental,química ambiental
Agro,crop intensification,intensificación de cultivos,intensificação de culturas
Agro,crop wild relative,pariente silvestre del cultivo,colheita parente selvagem
Agro,crop-livestock farming,agricultura-ganadería,agropecuária
Agro,cropland,tierras de cultivo,terras agrícolas
Agro,cropping plan diversification,diversificación del plan de cultivo.,diversificação do plano de cultivo
Agro,cropping system,sistema de cultivo,sistema de cultivo
Transversal,environmental information,información ambiental,informação ambiental
Transversal,environmental statistics,estadísticas ambientales,estatísticas ambientais
Transversal,data analysis,análisis de datos,análise de dados
Transversal,data collection,recopilación de datos,coleção de dados
Transversal,data processing,procesamiento de datos,processamento de dados
Transversal,flora,flora,flora
Transversal,fodder resources,recursos forrajeros,recursos forrageiros
Transversal,deserts,desierto,desertos
Transversal,folk biology,biología popular,biologia popular
Transversal,food control,control de alimentos,controle alimentar
Forestal,dry forest,bosque seco,floresta seca
Transversal,food statistics,estadísticas alimentarias,estatísticas alimentares
Transversal,early spring grazing,pastoreo a principios de primavera,pastoreio no início da primavera
Transversal,eco-certification,ecocertificación,certificação ecológica
Turismo,eco-communalism,ecocomunalismo,eco-comunalismo
Transversal,eco-evolutionary dynamics,dinámica ecoevolutiva,dinâmica eco-evolutiva
Transversal,eco-informatics,ecoinformática,eco-informática
Transversal,eco-labelling,etiquetado ecologista,rotulagem ecológica
Transversal,ecocentrism (or biocentrism),ecocentrismo (o biocentrismo),ecocentrismo (ou biocentrismo)
Transversal,ecohydrology,ecohidrología,ecohidrologia
Transversal,ecological (or socio-ecological) breakpoint or threshold,punto de ruptura o umbral ecológico (o socioecológico),ponto de ruptura ou limite ecológico (ou socioecológico)
Transversal,ecological balance,equilibrio ecológico,Equilibrio ecológico
Transversal,ecological community,comunidad ecologica,comunidade ecológica
Transversal,ecological connectivity,conectividad ecológica,conectividade ecológica
Transversal,ecological crisis,crisis ecológica,crise ecológica
Transversal,ecological integrity,integridad ecológica,integridade ecológica
Transversal,ecological justice,justicia ecológica,justiça ecológica
Transversal,ecological know-how,conocimiento ecológico,conhecimento ecológico
Transversal,ecological processes,procesos ecológicos,processos ecológicos
Transversal,ecological research,investigación ecológica,pesquisa ecológica
Agro,ecologically intensified agriculture,agricultura ecológicamente intensificada,agricultura ecologicamente intensificada
Transversal,ecology of food systems,ecología de los sistemas alimentarios.,ecologia dos sistemas alimentares
Transversal,green public procurement,contratación pública verde,contratos públicos verdes
Transversal,green water,agua verde,agua Verde
Transversal,harmful algal blooms,floraciones de algas nocivas,proliferação de algas prejudiciais
Transversal,hydrographs,hidrógrafo,hidrogramas
Transversal,ecosystem approach,enfoque ecosistémico,abordagem ecossistêmica
Transversal,hydrological data,datos hidrológicos,dados hidrológicos
Transversal,ecosystem goods,bienes ecosistémicos,bens ecossistêmicos
Transversal,ecosystem restoration,restauración del ecosistema,restauração do ecossistema
Transversal,ecosystem service,servicio ecosistémico,serviço ecossistêmico
Agro,ecosystem services in agroecosystems,servicios ecosistémicos en agroecosistemas,serviços ecossistêmicos em agroecossistemas
Transversal,ecosystem-based adaptation,adaptación basada en ecosistemas,adaptação baseada no ecossistema
Transversal,ecosystem-based adaptation to climate change,adaptación al cambio climático basada en ecosistemas.,adaptação baseada no ecossistema às alterações climáticas
Transversal,ecosystem-based approach,enfoque basado en ecosistemas,abordagem baseada no ecossistema
Transversal,ecosystem-based management,gestión basada en ecosistemas,gestão baseada em ecossistemas
Transversal,ecosystems,ecosistema,ecossistemas
Transversal,integrated farming,agricultura integrada,agricultura integrada
Agro,intercropping,cultivos intercalados,consórcio
Transversal,introduced pollinator,polinizador introducido,polinizador introduzido
Transversal,invasive species,especie invasora,espécies invasivas
Transversal,laboratory animals,animal de laboratorio,animais de laboratório
Transversal,land economics,economía de la tierra,economia da terra
Transversal,environmental degradation,deterioro ambiental,degradação ambiental
Transversal,environmental economics,economía medioambiental,Economia ambiental
Transversal,environmental education,educación ambiental,Educação ambiental
Transversal,environmental engineering,ingeniería ambiental,Engenharia Ambiental
Transversal,marine education,enseñanza de las ciencias del mar,educação marinha
Transversal,environmental indicators,indicadores ambientales,indicadores ambientais
Transversal,nagoya protocol,protocolo de nagoya,Protocolo de Nagoia
Transversal,environmental kuznets curve (ekc),curva ambiental de kuznets (ekc),curva de kuznets ambiental (ekc)
Transversal,environmental legislation,legislación ambiental,legislação ambiental
Transversal,environmental monitoring,vigilancia ambiental,monitoramento ambiental
Transversal,environmental quality,calidad ambiental,Qualidade ambiental
Transversal,environmental sciences,ciencias ambientales,Ciencias ambientais
Transversal,natural law,derecho natural,lei natural
Transversal,ocean exploration,exploración marina,exploração oceânica
Forestal,extensive forest management,manejo forestal extensivo,manejo florestal extensivo
Transversal,farm resilience,resiliencia agrícola,resiliência agrícola
Transversal,fishery,pesquería,pesca
Transversal,peasant farming,agricultura campesina,agricultura camponesa
Transversal,peasant seeds,semillas campesinas,sementes camponesas
Transversal,permanent grassland,pastizales permanentes,pastagens permanentes
Transversal,photochemistry,fotoquímica,fotoquímica
Transversal,flowers,flor,flores
Transversal,fluid dynamics,dinámica de fluidos,dinâmica de fluidos
Transversal,research laboratories,laboratorio de investigación,laboratórios de pesquisa
Transversal,food consumption,consumo alimenticio,consumo de comida
Transversal,food customs,costumbres alimenticias,costumes alimentares
Transversal,food resources,recursos alimentarios,recursos alimentares
Transversal,food self-sufficiency,autosuficiencia alimentaria,autossuficiência alimentar
Transversal,food sovereignty,soberanía alimentaria,soberania alimentar
Transversal,resilience,resiliencia,resiliência
Transversal,restoration,restauración,restauração
Forestal,forest fires,incendio forestal,incêndios florestais
Forestal,forest garden,jardín forestal,jardim florestal
Forestal,forest products,producto forestal,produtos florestais
Forestal,forest resources,recursos forestales,recursos florestais
Transversal,rotational grazing,pastoreo rotacional,pastoreio rotativo
Forestal,forests,bosque,florestas
Transversal,functional biodiversity,biodiversidad funcional,biodiversidade funcional
Transversal,genes,gen,genes
Transversal,genome,genoma,genoma
Transversal,genotype,genotipo,genótipo
Transversal,germplasm,germoplasma,germoplasma
Biotecnología,plant breeding,mejoramiento vegetal,melhoramento de plantas
Transversal,green bonds,bonos verdes,títulos verdes
Transversal,green economy,economía verde,economia verde
Transversal,green growth,crecimiento verde,crescimento verde
Transversal,green manure,abono verde,estrume verde
Transversal,greenhouse gas,gases de efecto invernadero,gás de efeito estufa
Transversal,habitat loss,pérdida de hábitat,perda de habitat
Transversal,habitat modification,modificación del hábitat,modificação de habitat
Transversal,habitat specialist,especialista en hábitat,especialista em habitat
Agro,high environmental value agriculture,agricultura de alto valor ambiental,agricultura de alto valor ambiental
Transversal,high-diversity sown grassland,pastizales sembrados de alta diversidad,pastagens semeadas de alta diversidade
Transversal,socioecological system,sistema socioecológico,sistema socioecológico
Transversal,human ecology,ecología humana,ecologia humana
Transversal,human genetics,genética humana,genética humana
Agro,soil degradation,degradación de suelos,degradação do solo
Agro,soil moisture,humedad del suelo,umidade do solo
Agro,soil water,agua del suelo,água do solo
Transversal,hydrobiology,hidrobiología,hidrobiologia
Transversal,hydrological cycle,ciclo hidrológico,ciclo hidrológico
Transversal,spectrochemical analysis,análisis espectroquímico,análise espectroquímica
Transversal,spectrometers,espectrómetro,espectrômetros
Agro,agricultural administration,administracion agricola,administração agrícola
Agro,agricultural chemistry,quimica agricola,química agrícola
Transversal,wild animals,animal salvaje,animais selvagens
Agro,agricultural legislation,legislacion agraria,legislação agrícola
Agro,agricultural surplus,excedentes agricolas,excedente agrícola
Transversal,animal diseases,enfermedades de los animales,doenças animais
Transversal,integrated water resources management,gestión integrada de los recursos hídricos,gestão integrada de recursos hídricos
Transversal,integrated weed management,manejo integrado de malezas,manejo integrado de ervas daninhas
Transversal,animal fats,grasas animales,gorduras animais
Transversal,animal oils,aceites animales,óleos animais
Transversal,invasive alien species,especie exótica invasora,espécies exóticas invasoras
Biotecnología,animal reproduction,reproduccion animal,reprodução animal
Biotecnología,animal viruses,virus animales,vírus animais
Biotecnología,laboratory equipment,material de laboratorio,equipamento de laboratório
Biotecnología,Bio Base Europe Pilot Plant,bio base europa,Planta piloto da Bio Base Europe
Transversal,aboveground biomass,biomasa aérea,biomassa acima do solo
Transversal,absorption,absorcion,absorção
Transversal,adsorption,adsorcion,adsorção
Transversal,adsorption power,poder de adsorcion,poder de adsorção
Transversal,aerobiosis,aerobiosis,aerobiose
Agro,agrarian policy,politica agraria,política agrária
Agro,agrarian reform,reforma agraria,reforma agrária
Agro,agrarian systems,sistemas agrarios,sistemas agrários
Transversal,algae,algas,algas
Transversal,algae,algas,algas
Transversal,amino acid sequence,secuencia de aminoacidos,sequência de aminoácidos
Transversal,amino acids,aminoacidos,aminoácidos
Transversal,amino alcohols,aminoalcoholes,aminoálcoois
Transversal,amphibians,anfibios,anfíbios
Forestal,forestry policy,politica forestal,política florestal
Transversal,anaerobiosis,anaerobiosis,anaerobiose
Transversal,analysis laboratories,analisis de laboratorio,laboratórios de análise
Agro,multifunctional agriculture,agricultura multifuncional,agricultura multifuncional
Transversal,analysis of systemic functions,analisis de las funciones sistemicas,análise de funções sistêmicas
Transversal,analysis of systemic structures,analisis de las estructuras sistemicas,análise de estruturas sistêmicas
Forestal,native forests,bosques nativos,florestas nativas
Transversal,analytical biochemistry,bioquimica analitica,bioquímica analítica
Transversal,ananas,ananas,ananás
Biotecnología,animal biology,biologia animal,biologia animal
Agro,animal ecology,ecologia animal,ecologia animal
Agro,animal feed,alimentos para animales,alimentação animal
Agro,animal feed,alimentación animal,alimentação animal
Agro,animal fibers,fibras animales,fibras animais
Agro,animal manure,estiércol animal,estrume animal
Agro,animal nutrition,nutricion animal,nutrição animal
Agro,animal production,produccion animal,produção animal
Agro,animality,animalidad,animalidade
Agro,animals,animales,animais
Transversal,anti-infectives,antiinfecciosos,anti-infecciosos
Salud,anti-inflammatories,antiinflamatorios,anti-inflamatórios
Transversal,antiarrhythmics,antiarritmicos,antiarrítmicos
Transversal,antibiotic,antibiosis,antibiótico
Transversal,antibiotics,antibioticos,antibióticos
Salud,antibodies,anticuerpos,anticorpos
Transversal,antibody formation,formacion de anticuerpos,formação de anticorpos
Transversal,antibody specificity,especificidad de los anticuerpos,especificidade do anticorpo
Transversal,anticholinergics,anticolinergicos,anticolinérgicos
Salud,anticoagulants,anticoagulantes,anticoagulantes
Transversal,anticonvulsants,anticonvulsivos,anticonvulsivantes
Transversal,antidepressants,antidepresores,antidepressivos
Transversal,antidiabetics,antidiabeticos,antidiabéticos
Transversal,antiemetics,antiemeticos,antieméticos
Transversal,antifungals,antifungicos,antifúngicos
Transversal,antigen-antibody complex,complejo antigeno-anticuerpo,complexo antígeno-anticorpo
Agro,organic agriculture,agricultura organica,Agricultura orgânica
Transversal,antigen-antibody reactions,reacciones antigeno-anticuerpo,reações antígeno-anticorpo
Salud,antigens,antigenos,antígenos
Transversal,antihistamines,antihistaminicos,anti-histamínicos
Transversal,antihypertensives,antihipertensores,anti-hipertensivos
Transversal,antimetabolites,antimetabolitos,antimetabólitos
Agro,permanent agriculture,agricultura permanente,agricultura permanente
Transversal,antineoplastics,antineoplasicos,antineoplásicos
Transversal,antiparasitic,antiparasitarios,antiparasitário
Transversal,antiparkinsonian,antiparkinsonianos,antiparkinsoniano
Transversal,antiprotozoa,antiprotozoarios,antiprotozoário
Transversal,antisepsis,antisepsia,antissepsia
Transversal,antiseptics,antisepticos,anti-sépticos
Agro,soil economy,economia del suelo,economia do solo
Transversal,antispermatogenic,antiespermatogenicos,antiespermatogênico
Transversal,antitoxins,antitoxinas,antitoxinas
Transversal,antituberculous,antituberculosos,antituberculoso
Transversal,antitussives,antitusivos,antitússicos
Transversal,antiviral agents,agentes antivirales,agentes antivirais
Transversal,antivirals,antivirosicos,antivirais
Agro,apple tree,manzano,árvore de maçã
Transversal,application of c+t,aplicacion de la c+t,aplicação de c+t
Transversal,application of r&d results,aplicacion de los resultados de i+d,aplicação de resultados de pesquisa e desenvolvimento
Transversal,applied research,investigacion aplicada,pesquisa aplicada
Residuos,brown waste,residuos marrones,resíduos marrons
Transversal,applied science,ciencias aplicadas,Ciência aplicada
Agro,arable land,tierras arables,terra arável
Transversal,arachnids,aracnidos,aracnídeos
Forestal,arboriculture,arboricultura,arboricultura
Transversal,arthropods,artropodos,artrópodes
Agro,artificial insemination,inseminacion artificial,inseminação artificial
Agro,re-localization of agriculture,relocalización de la agricultura,relocalização da agricultura
Transversal,ascaris,ascaris,áscaris
Transversal,astrobiology,astrobiologia,astrobiologia
Transversal,autoecology,autoecologia,autoecologia
Transversal,autonomous r&d centers,centros de i+d autonomos,centros autônomos de pesquisa e desenvolvimento
Transversal,available water capacity,capacidad de agua disponible,capacidade de água disponível
Transversal,average genetic variation,variación genética promedio,variação genética média
Agro,avocado,palta,abacate
Agro,avocado,aguacate,abacate
Agro,avocados,aguacates,abacates
Transversal,bacterial vaccines,vacunas bacterianas,vacinas bacterianas
Transversal,bacteriologists,bacteriologos,bacteriologistas
Transversal,bacteriology,bacteriologia,bacteriologia
Agro,agricultural libraries,biblioteca agrícola,bibliotecas agrícolas
Agro,agricultural orientation index,índice de orientación agrícola,índice de orientação agrícola
Transversal,bacteriophage,bacteriofago,bacteriófago
Transversal,bagasse,bagazo,bagaço
Transversal,bamboo,bambú,bambu
Agro,banana,platano,banana
Agro,bananas,bananos,bananas
Agro,bananas,platanos,bananas
Agro,conservation agriculture_1,agricultura de conservación_1,agricultura de conservação_1
Agro,barley,cebada,cevada
Transversal,conservation techniques,técnica de conservación,técnicas de conservação
Agro,barley,cebada,cevada
Agro,beans,frijoles,feijões
Agro,beans,porotos,feijões
Agro,beech,haya,faia
Agro,beet sugar,azucar de remolacha,açúcar de beterraba
Agro,crops,cultivos,plantações
