sectors,keyword_pt
Agro,agronomia
Transversal,recursos biológicos
Transversal,amostras biológicas
Transversal,Ciências Biológicas
Transversal,pesquisas biológicas
Transversal,terapia biológica
Transversal,transporte biológico
Transversal,instalação de tratamento biológico
Transversal,biólogos
Transversal,biologia
Energía,biolubrificante
Transversal,biofabricação
Transversal,briquetes de biomassa
Transversal,concentração de biomassa
Transversal,eliminação de biomassa
Transversal,energia de biomassa
Transversal,produção de biomassa
Transversal,valorização da biomassa
Forestal,produtos florestais não madeireiros
Transversal,biomatemática
Transversal,biomecânica
Biotecnología,Engenharia Biomédica
Energía,fontes de energia não renováveis
Biotecnología,materiais biomédicos
Transversal,biônico
Forestal,floresta antiga
Residuos,resíduos animais
Transversal,Bio-óleo
Transversal,biofísica
Transversal,bioplástico
Biotecnología,biopolímero
Biotecnología,biopolimerização
Transversal,bioproduto
Biotecnología,aterro de biorreator
Transversal,biorecuperação
Transversal,biossorção
Transversal,biossíntese
Transversal,bioterrorismo
Transversal,material biótico
Agro,bétula
Agro,bétula
Turismo,pássaros
Turismo,jardins botânicos
Transversal,botânicos
Energía,reparação de instalações de biogás
Transversal,botânica
Transversal,braquiópodes
Transversal,vegetais bulbosos
Transversal,subproduto
Transversal,subprodutos
Transversal,coleções c+t
Agro,cana de açúcar
Transversal,capitalização de resultados de pesquisa e desenvolvimento
Transversal,ciclo do carbono_1
Transversal,dióxido de carbono
Transversal,equivalente de dióxido de carbono
Agro,agricultura de carbono
Transversal,sequestro de carbono
Transversal,caroteno
Transversal,carotenos
Transversal,carotenóides
Forestal,Reduzir as emissões provenientes da desflorestação e da degradação florestal
Agro,cenouras
Forestal,florestas artificiais
Agro,mandioca
Energía,planta de biogás
Forestal,reduzindo as emissões provenientes do desmatamento e da degradação florestal
Agro,óleo de castor
Energía,energia renovável
Energía,fontes de energia renováveis
Transversal,catálise
Transversal,catalisadores
Transversal,pirólise catalítica
Biotecnología,biologia Celular
Biotecnología,cultura de células
Agro,culturas de células
Transversal,morfologia celular
Transversal,fisiologia celular
Transversal,estrutura celular
Transversal,células (biologia)
Transversal,divisão celular
Transversal,membrana celular
Transversal,celulose
Transversal,celulose
Transversal,ésteres de celulose
Transversal,éteres de celulose
Transversal,resinas de celulose
Transversal,celulose para etanol
Transversal,centrifugação
Forestal,floresta secundária
Agro,cereal
Agro,cultivo de cereais (operação)
Agro,produtos de cereal
Transversal,engenheiro químico
Transversal,engenheiros químicos
Transversal,quitina
Transversal,quitosana
Transversal,análise cromatográfica
Biotecnología,cromatografia
Transversal,cromossomos
Transversal,bioeconomia circular
Transversal,modelo de negócio circular
Transversal,cadeia de valor industrial circular
Transversal,economia regenerativa circular
Transversal,solução circular
Transversal,cadeia de valor circular
Transversal,avaliação de circularidade
Transversal,bioquímica clínica
Transversal,círculo fechado de nutrientes
Biotecnología,co-pirólise
Agro,cacau
Agro,cacau (árvore)
Agro,óleo de côco
Agro,Coqueiro
Agro,café
Agro,árvore de café
Transversal,colóides
Transversal,compostos orgânicos complexos
Transversal,materiais compósitos
Transversal,composição da matéria
Transversal,composição de medicamentos
Transversal,pilha de compostagem
Transversal,compostagem
Transversal,conífera
Transversal,conífera
Biotecnología,biotecnologia
Transversal,benefícios de conservação
Transversal,laboratórios de controle
Transversal,talhadia
Transversal,cortiça
Transversal,milho
Agro,fertilidade do solo
Agro,qualidade do solo
Transversal,salgadinho de milho
Transversal,óleo de milho
Transversal,algodão
Agro,fibras de algodão
Agro,talo de algodão
Agro,óleo de algodão
Agro,sistemas sócio-ecológicos acoplados
Agro,madeira laminada cruzada
Transversal,cristalização
Agro,cristalografia
Agro,frutas cucurbitáceas
Agro,cucurbitáceas
Agro,Terra cultivada
Agro,Terra cultivada
Agro,cultivo
Agro,cultivo em terraços
Agro,gestão sustentável do solo
Agro,agricultura intensificada de forma sustentável
Agro,práticas de cultivo
Transversal,transferência de tecnologia
Transversal,serviços de transferência de tecnologia
Transversal,fermentação escura
Transversal,desalquilação
Transversal,desaminação
Transversal,decantação
Transversal,descarboxilação
Transversal,decloração
Transversal,reações de decomposição
Transversal,descontaminação
Transversal,desgaseificação
Transversal,desumidificação
Agro,alimentos desidratados
Transversal,desidratação
Transversal,desionização
Transversal,desmineralização
Transversal,desenvolvimento de novos processos
Transversal,desenvolvimento de novos produtos
Transversal,coeficiente de difusão
Biotecnología,digerir
Transversal,agentes dispersantes
Transversal,destilação
Transversal,diversificação da produção
Residuos,depósito de lixo
Agro,agricultura diversificada
Agro,sistema agrícola diversificado
Transversal,código de barras de DNA
Transversal,golfinhos
Transversal,genes dominantes
Biotecnología,interação medicamentosa
Biotecnología,metabolismo de drogas
Biotecnología,receptores de drogas
Biotecnología,estabilidade do medicamento
Biotecnología,terapia medicamentosa
Biotecnología,drogas
Agro,agricultura seca
Transversal,secagem
Transversal,óleos secantes
Forestal,desmatamento
Forestal,terras desmatadas
Transversal,degradação de terras secas
Agro,agricultura de sequeiro
Transversal,patos
Transversal,minhoca
Transversal,ébano
Transversal,equinodermos
Transversal,Equilibrio ecológico
Transversal,crise ecológica
Transversal,degradação ecológica
Transversal,desastres ecológicos
Transversal,viabilidade ecológica
Transversal,pegada ecológica
Transversal,nicho ecológico
Transversal,relações ecológicas
Transversal,sistemas ecológicos
Residuos,lixo doméstico
Transversal,ecologia
Transversal,degradação do ecossistema
Transversal,engenheiro de ecossistema
Transversal,saúde do ecossistema
Transversal,gestão de ecossistemas
Agro,terra (solos)
Transversal,serviço ecossistêmico
Transversal,ecossistemas
Transversal,ecótono
Transversal,edafologia
Transversal,aráceas comestíveis
Agro,crucífero comestível
Agro,cucurbitáceas comestíveis
Agro,gorduras comestíveis
Agro,cogumelos comestíveis
Agro,nozes comestíveis
Agro,refino de óleo comestível
Agro,óleos comestíveis
Agro,raízes comestíveis
Transversal,elastômeros
Transversal,eletroquímica
Transversal,eletrólise
Transversal,absorção eletromagnética
Transversal,endemismo
Transversal,entomologia
Turismo,ativos ambientais
Transversal,biologia ambiental
Transversal,controle ambiental
Transversal,efeitos ambientais
Transversal,Engenharia Ambiental
Transversal,gestão ambiental
Transversal,Proteção Ambiental
Transversal,serviço ambiental
Transversal,serviços ambientais
Transversal,simulação ambiental
Transversal,estudos ambientais
Transversal,impostos ambientais
Transversal,testes ambientais
Biotecnología,inibidores enzimáticos
Biotecnología,enzimologia
Transversal,epifauna
Transversal,variáveis ​​essenciais da biodiversidade
Transversal,eubactérias
Transversal,eucalipto
Transversal,eutrófico
Transversal,eutrófico
Transversal,eutrofização
Transversal,evaporação
Transversal,tecnologias de capital intensivo
Transversal,fagus
Agro,fazenda
Agro,equipamento agrícola
Agro,produtos agrícolas
Agro,agricultor
Agro,fazendas
Transversal,pirólise rápida
Transversal,ácidos graxos
Transversal,álcoois graxos
Transversal,alimentar
Transversal,fermentação
Agro,fertilização
Agro,fertilizante
Agro,cultivo de cereais
Transversal,fibras
Transversal,pesquisa de campo
Transversal,produtos finalizados
Transversal,produtos finalizados
Transversal,abeto
Transversal,peixe
Agro,óleos de fígado de peixe
Agro,óleos de peixe
Piscícola,conservação da pesca
Piscícola,produtos da pesca
Piscícola,recursos pesqueiros
Transversal,linho
Transversal,fibras de linho
Transversal,flutuação
Agro,culturas agrícolas
Transversal,floricultura
Transversal,linguado
Transversal,farinha
Transversal,flores
Biotecnología,fluidização
Biotecnología,fluoretação
Forestal,florestas de coníferas
Biotecnología,fluoretação
Biotecnología,fluorometria
Agro,cereais forrageiros
Agro,raízes forrageiras
Agro,aditivos alimentares
Agro,análise de alimentos
Agro,diversificação de culturas
Agro,produção agrícola
Agro,rotação de colheitas
Agro,sistemas de cultivo
Agro,plantações
Agro,consumo de comida
Agro,contaminação alimentar
Agro,demanda alimentar
Agro,distribuição de alimentos
Agro,economia alimentar
Agro,inspeção de alimentos
Agro,rotulagem de alimentos
Agro,embalagem de alimentos
Agro,planejamento alimentar
Agro,intoxicação alimentar
Agro,política alimentar
Agro,processamento de comida
Agro,produção de alimentos
Agro,produtos alimentícios
Agro,proteínas alimentares
Agro,rações alimentares
Agro,regime alimentar
Agro,recursos alimentares
Agro,recursos alimentares
Agro,serviços alimentícios
Agro,a deterioração dos alimentos
Agro,armazenamento de alimentos
Agro,suprimento de comida
Agro,teia alimentar
Agro,indústria alimentícia
Agro,microbiologia dos alimentos
Agro,liofilização
Agro,congelando
Agro,tecnologia alimentar
Transversal,pontos de congelamento
Piscícola,peixe de água doce
Agro,fruta
Forestal,conservação florestal
Forestal,cultivo florestal (operação)
Agro,vegetais de frutas
Forestal,produtos florestais
Forestal,árvores da floresta
Forestal,Florestas decíduas
Forestal,produção florestal
Forestal,serviços florestais
Forestal,trabalhadores florestais
Forestal,florestas
Agro,fruticultura
Agro,frutos de árvores de clima temperado
Agro,aditivos de combustível
Transversal,jardim
Agro,cultivo de jardim
Biotecnología,fluxo gênico
Biotecnología,genes
Biotecnología,composição genética
Biotecnología,aconselhamento genético
Biotecnología,Engenharia genética
Biotecnología,erosão genética
Biotecnología,melhoramento genético
Biotecnología,intervenção genética
Biotecnología,recursos genéticos
Biotecnología,organismo geneticamente modificado
Biotecnología,genética
Transversal,germinação
Agro,produção de grãos
Agro,rendimento de grãos
Agro,bagaço de uva
Agro,toranja
Agro,toranjas
Agro,corte de grama
Agro,pastagem
Agro,manejo de pastagens
Transversal,capital verde
Transversal,infraestrutura verde
Transversal,revolução verde
Transversal,impostos verdes
Agro,esmerilhamento
Agro,sistemas de controle de solo
Agro,reguladores de crescimento
Transversal,goiaba
Transversal,goiabas
Transversal,guaiule
Transversal,cobaias
Transversal,conectividade de habitat
Transversal,funções do ecossistema habitat
Transversal,serviço de habitat
Transversal,madeira dura
Transversal,colheita
Transversal,colheita
Agro,comida saudável
Transversal,cânhamo
Transversal,cânhamo (fibra)
Transversal,ervas
Transversal,heterozigosidade
Transversal,homogeneização
Energía,recursos energéticos
Energía,metabolismo energético
Energía,fontes de energia
Transversal,homopolímeros
Transversal,mel de abelha
Transversal,hotspot de endemismo
Transversal,genética humana
Forestal,trópicos úmidos
Transversal,humificação
Transversal,ciclo hidrológico
Transversal,hidrólogos
Transversal,hidrólise
Transversal,importantes áreas de aves e biodiversidade
Transversal,produtos melhorados
Transversal,tecnologia Ambiental
Transversal,conservação in situ da biodiversidade
Transversal,áreas conservadas indígenas e comunitárias
Turismo,conhecimento indígena
Transversal,simbiose industrial
Transversal,infauna
Transversal,insetos
Transversal,insetos
Biotecnología,biorrefinaria integrada
Transversal,gestão paisagística integrada
Transversal,interferon
Transversal,invertebrados
Transversal,investigação e desenvolvimento
Transversal,Iroko
Transversal,isomerização
Transversal,área-chave da biodiversidade
Transversal,espécies-chave
Transversal,laboratórios
Transversal,protótipos de laboratório
Transversal,testes laboratoriais
Transversal,cobertura da terra
Transversal,transformação de terras
Transversal,uso da terra
Transversal,uso da terra
Transversal,mudança no uso da terra
Transversal,intensificação do uso da terra
Transversal,serviços de uso da terra
Transversal,valor da terra
Transversal,projeto paisagístico
Transversal,funcionamento da paisagem
Transversal,heterogeneidade da paisagem
Transversal,proteção da paisagem
Forestal,áreas florestais
Transversal,proteção da paisagem
Transversal,abordagem socioecológica da paisagem
Transversal,operações em grande escala
Transversal,borracha de látex
Agro,colheitas de frutas
Forestal,plantas taníferas
Forestal,florestas plantadas
Transversal,lixiviação
Forestal,cobertura vegetal perene
Agro,legumes leguminosas
Agro,leguminosas
Agro,leguminosas
Agro,limões
Agro,líquenes
Transversal,vida útil
Agro,colheitas de oleaginosas
Agro,colheitas de oleaginosas
Transversal,óleo de linhaça
Transversal,lipídios
Agro,gado
Agro,melhoria do gado
Agro,esterco de gado
Agro,laboratório vivo
Transversal,laboratório vivo
Transversal,organismos vivos
Transversal,comunidade local
Transversal,conhecimento ecológico local
Agro,solos orgânicos
Transversal,economias locais
Agro,comida local
Forestal,madeira serrada
Transversal,laboratório vivo
Transversal,macro moléculas
Transversal,integração da biodiversidade
Agro,milho
Transversal,polinizador gerenciado
Transversal,gestão de espécies selvagens
Agro,mandarim
Agro,manga
Agro,mangas
Agro,bordo
Piscícola,alga marinha
Piscícola,aquicultura marinha
Piscícola,biologia Marinha
Piscícola,biologia Marinha
Piscícola,ecossistemas marinhos
Piscícola,ambiente marinho
Piscícola,peixe marinho
Piscícola,peixe marinho
Piscícola,recursos marinhos
Transversal,espectrômetros de massa
Transversal,abundância média de espécies
Forestal,cobertura vegetal permanente
Forestal,plantação
Transversal,países megadiversos
Transversal,país megadiverso
Transversal,atividade metabólica
Transversal,microalgas
Transversal,micro-habitats
Transversal,microalga
Transversal,micróbios
Transversal,biomassa microbiana
Transversal,genética microbiana
Transversal,microbiocombustível
Transversal,microbiologia
Transversal,microquímica
Transversal,micronutrientes
Biotecnología,cultura mista
Biotecnología,biologia molecular
Biotecnología,espectros moleculares
Biotecnología,espectroscopia molecular
Transversal,moléculas
Transversal,moluscos
Transversal,‘scape multifuncional
Transversal,cogumelo
Biotecnología,mutagênese
Transversal,sistema multiuso
Transversal,micologia
Transversal,micoplasma
Transversal,mixobactérias
Transversal,raça nativa
Transversal,polinizador nativo
Transversal,especies nativas
Transversal,áreas naturais
Transversal,contas de capital natural
Transversal,capital natural_1
Transversal,ambiente natural
Transversal,ambiente natural
Transversal,fertilizante natural
Transversal,habitat natural
Transversal,riscos naturais
Transversal,história Natural
Transversal,serviços de recursos naturais
Transversal,recursos naturais
Transversal,borracha natural
Transversal,Ciências Naturais
Transversal,Ciências Naturais
Residuos,desperdício orgânico
Transversal,seleção natural
Transversal,natureza
Transversal,conservação da Natureza
Transversal,recreação baseada na natureza
Transversal,contribuições da natureza para as pessoas
Transversal,produção líquida do bioma
Transversal,produção líquida do ecossistema
Transversal,impacto positivo líquido (NPI)
Transversal,valor presente líquido
Transversal,produção primária líquida
Agro,colheita não letal
Transversal,avaliação não monetária
Transversal,recurso não madeireiro
Transversal,ácidos nucleicos
Transversal,nucleoproteínas
Transversal,nucleosídeos
Transversal,nucleotídeos
Transversal,disponibilidade de nutrientes
Transversal,recuperação de nutrientes
Transversal,nutrientes
Transversal,fibras de náilon
Transversal,resinas de náilon
Transversal,carvalho
Transversal,aveia
Transversal,aveia
Piscícola,oceanografia
Forestal,Plantação de árvore
Transversal,óleos
Transversal,sementes oleaginosas
Transversal,Oliva
Transversal,Oliva
Transversal,azeite
Transversal,caroço de oliveira
Transversal,uma biossegurança
Transversal,uma saúde
Transversal,laranjeira
Transversal,laranjas
Transversal,compostos orgânicos de amônio
Transversal,anidridos orgânicos
Agro,colheita sazonal
Transversal,compostos orgânicos de arsênico
Transversal,azidas orgânicas
Agro,bioquímica do solo
Agro,biologia do solo
Agro,química do solo
Agro,classificação do solo
Transversal,compostos orgânicos de boro
Transversal,compostos orgânicos de bromo
Transversal,produtos químicos orgânicos
Forestal,reflorestamento
Transversal,química orgânica
Transversal,compostos orgânicos
Agro,fertilizantes orgânicos
Agro,comida orgânica
Agro,horticultura orgânica
Transversal,insumos orgânicos
Transversal,matéria orgânica
Piscícola,plantas aquáticas
Transversal,ornitologia
Transversal,material de cobertura ao ar livre
Transversal,casca de palmiste
Transversal,azeite de dendê
Transversal,mamão (árvore)
Transversal,mamão
Transversal,governança participativa
Transversal,passar
Transversal,restauração passiva
Transversal,pagamento por serviços ecossistêmicos
Transversal,amendoim
Piscícola,plantas aquáticas
Transversal,óleo de amendoim
Transversal,turfa
Transversal,Turfeiras
Transversal,combustível de pellets
Transversal,fogão a pellets
Transversal,peptídeos
Agro,culturas de açúcar
Transversal,propagação de plantas
Transversal,anatomia vegetal
Biotecnología,desenvolvimento biotecnológico
Transversal,ecologia vegetal
Agro,agricultura tropical
Forestal,As florestas tropicais
Transversal,fenologia
Transversal,diversidade filogenética
Biotecnología,inovações biotecnológicas
Biotecnología,potencial biotecnológico
Agro,culturas hortícolas
Biotecnología,pesquisa biotecnológica
Biotecnología,revolução biotecnológica
Transversal,endemismo filogenético
Transversal,bioquímica física
Transversal,ambiente físico
Biotecnología,tendências biotecnológicas
Transversal,fitogenética
Transversal,fitogênicos
Transversal,fitoplâncton
Agro,Fazenda de porcos
Residuos,esterco de porco
Transversal,pigmentação
Transversal,pigmentos
Agro,fazendas piloto
Transversal,crescimento da planta
Transversal,layout da planta
Transversal,sistema de acasalamento de plantas
Forestal,pinho
Agro,abacaxi
Agro,colheitas de tubérculos
Piscícola,piscicultura
Transversal,fronteiras planetárias
Transversal,biodiversidade planeada
Transversal,produtos vegetais
Transversal,proteção de plantas
Transversal,reprodução de plantas
Transversal,recursos vegetais
Transversal,raiz da planta
Transversal,transpiração das plantas
Transversal,vírus de plantas
Agro,agronegócio
Agro,agroalimentar
Agro,agroalimentar
Agro,cadeia agroalimentar
Agro,indústria agroalimentar
Transversal,rede planta-polinizadora
Agro,agrícola
Agro,indústria agrícola
Agro,terras agrícolas
Agro,produção agrícola
Agro,produtividade agrícola
Agro,pesquisa agrícola
Agro,resíduo agrícola
Agro,excedente agrícola
Agro,sustentabilidade agrícola
Agro,cadeia de valor agrícola
Agro,Resíduos agrícolas
Agro,indústria agrícola
Agro,produto agrícola
Agro,cadeia agroalimentar
Agro,indústria agroalimentar
Agro,tecnologia agrícola
Agro,setor agroindustrial
Agro,agrobiodiversidade
Agro,agro-biomassa
Agro,agroecológico
Agro,agroecologia
Agro,agroalimentar
Agro,resíduo agroalimentar
Agro,material de embalagem para conversão de resíduos agroalimentares
Agro,setor agroalimentar
Forestal,agro-silvicultura
Agro,setor agroindustrial
Residuos,resíduos agroindustriais
Agro,agrobiomassa
Agro,agroecológico
Agro,agroalimentar
Transversal,raízes
Agro,material de embalagem para conversão de resíduos agroalimentares
Agro,setor agroalimentar
Residuos,resíduos agroindustriais
Transversal,plantas estimulantes
Transversal,plantas
Transversal,diversidade genética de plantas
Residuos,resíduos animais
Transversal,biodiversidade vegetal
Transversal,biologia vegetal
Transversal,bioquímica vegetal
Transversal,controle biológico de doenças de plantas
Transversal,ecologia vegetal
Transversal,sistemática de plantas
Transversal,melhoramento participativo de plantas
Transversal,diversidade de plantas de pastagem
Transversal,plantas aromáticas
Residuos,depósito de lixo
Transversal,plantas latíferas
Agro,polinização
Transversal,eficácia da polinização
Transversal,eficiência de polinização
Transversal,rede de polinização
Transversal,serviço de polinização
Agro,polinizador
Transversal,declínio dos polinizadores
Transversal,dependência de polinizadores
Agro,policultura
Agro,batatas
Agro,batatas
Agro,criação de precisão
Transversal,ciclo de vida do produto
Turismo,área protegida
Energía,bioenergia
Energía,produção de bioenergia
Transversal,desnaturação de proteínas
Transversal,metabolismo proteico
Agro,alimentos ricos em proteínas
Transversal,proteínas
Transversal,fábrica de celulose
Biotecnología,pirólise
Transversal,controle de qualidade
Transversal,qualidade de vida
Transversal,centros de pesquisa e desenvolvimento
Transversal,fundos de pesquisa e desenvolvimento
Transversal,institutos de pesquisa e desenvolvimento
Transversal,laboratórios de pesquisa e desenvolvimento
Transversal,gestão de pesquisa e desenvolvimento
Transversal,objetivos de pesquisa e desenvolvimento
Transversal,oferta de pesquisa e desenvolvimento
Transversal,local Ramsar
Transversal,matérias-primas
Transversal,cinética de reação
Transversal,genes recessivos
Transversal,reações de recombinação
Transversal,reciclando
Forestal,redd-plus
Forestal,vermelho+
Transversal,registro de impacto reduzido
Agro,cultivo reduzido
Transversal,refinar
Transversal,refrigeração
Transversal,economia regional
Transversal,recursos Renováveis
Transversal,répteis
Transversal,répteis
Transversal,laboratórios de pesquisa
Transversal,pesquisadores
Residuos,bio-resíduos
Transversal,resinas
Transversal,recuperação de recursos
Transversal,conservação de recursos
Transversal,desenvolvimento de recursos
Transversal,avaliação de recursos
Transversal,exploração de recursos
Transversal,gestão de recursos
Forestal,restauração
Agro,arroz
Agro,arroz
Agro,casca de arroz
Agro,palha de arroz
Agro,rendimento do arroz
Transversal,rios
Transversal,rios
Energía,produção de bioenergia
Transversal,vírus RNA
Transversal,plantas medicinais
Forestal,madeira redonda
Forestal,Seringueira
Transversal,borrachas
Transversal,rural
Transversal,área rural
Transversal,economia rural
Transversal,engenharia rural
Transversal,indústrias rurais
Transversal,zonas rurais
Agro,centeio
Transversal,locais naturais sagrados
Transversal,óleo de cártamo
Forestal,viu poeira
Transversal,cooperação científica
Transversal,desenvolvimento científico
Residuos,resíduos de biomassa
Transversal,expedições científicas
Transversal,expedições científicas
Transversal,inovações científicas
Transversal,potencial científico
Residuos,tratamento de esgoto
Transversal,cientistas
Transversal,escorpiões
Residuos,resíduos biológicos
Piscícola,pesca marítima
Piscícola,produtos do mar
Agro,frutos do mar
Piscícola,paisagem marinha
Transversal,matéria-prima secundária
Transversal,relva de sedimentos
Transversal,seleção de sementes
Transversal,sementes
Transversal,ecossistemas semi-naturais
Agro,agronomia circular
Transversal,óleo de gergelim
Transversal,arbusto
Agro,silagem
Agro,silvicultura
Agro,silvicultura
Agro,silvipastorilismo
Transversal,óleo de ardósia
Forestal,floresta fechada
Transversal,resiliência socioecológica
Forestal,floresta nublada
Transversal,paisagens de produção socioecológica
Transversal,sistema socioecológico
Transversal,resiliência socioecológica
Agro,sorgo
Agro,semeadura
Agro,soja
Agro,soja
Transversal,espécies
Transversal,composição de espécies
Transversal,riqueza de espécies
Transversal,riqueza de espécies
Transversal,gestão liderada por espécies
Biotecnología,espectrofotometria
Forestal,desmatamento
Biotecnología,análise espectroscópica
Agro,especiarias
Transversal,aranhas
Transversal,esporos
Forestal,abeto
Energía,colheita energética
Energía,recuperação de energia
Agro,tronco
Agro,canudo
Transversal,ácidos de açúcar
Transversal,álcoois de açúcar
Agro,beterraba sacarina
Agro,cana de açúcar
Agro,cana de açúcar
Agro,bagaço da cana-de-açúcar
Agro,girassol
Agro,óleo de girassol
Transversal,transições de sustentabilidade
Forestal,floresta
Forestal,área florestal
Forestal,biodiversidade florestal
Forestal,conversão florestal
Forestal,degradação florestal
Forestal,ecossistema florestal
Forestal,agricultura florestal
Forestal,Área florestal
Forestal,produto florestal
Forestal,regeneração florestal
Forestal,resíduo florestal
Forestal,recurso florestal
Forestal,restauração florestal
Forestal,setor florestal
Forestal,setor de base florestal
Biotecnología,biorrefinaria sustentável
Agro,alimentos sustentáveis ​​para animais de criação
Agro,sistemas alimentares sustentáveis
Transversal,intensificação sustentável
Transversal,gestão sustentável da terra
Transversal,uso sustentável
Transversal,abordagem sistêmica
Agro,tangerinas
Transversal,plantas oleaginosas
Turismo,ecossistemas terrestres
Agro,estratégias alimentares territoriais
Transversal,termodinâmica
Biotecnología,conservação de tecidos
Biotecnología,cultura de tecidos
Biotecnología,extratos de tecidos
Transversal,tecidos
Agro,tabaco
Transversal,tocoferol
Agro,tomate
Agro,tomates
Biotecnología,torrefação
Biotecnología,análise de traços
Transversal,Vestigios
Transversal,compensações
Transversal,conhecimento tradicional e local
Transversal,conhecimento tradicional
Transversal,prática medicinal tradicional
Transversal,Medicina tradicional
Biotecnología,transesterificação
Biotecnología,translocação
Forestal,produto florestal não madeireiro
Forestal,árvore
Forestal,viveiro de árvores
Transversal,plantas ornamentais
Forestal,árvores
Forestal,árvores
Transversal,projeto experimental
Transversal,tropical
Residuos,desperdício orgânico
Transversal,frutas tropicais
Transversal,regiões tropicais
Transversal,zonas tropicais
Residuos,desperdício de papel
Agro,leguminosas tubérculos
Agro,agrotecnologia
Agro,resíduo agroalimentar
Biotecnología,ultracentrifugação
Biotecnología,vacinas
Transversal,valorização
Transversal,produto com valor agregado
Residuos,resíduos de celulose
Transversal,cadeias de valor
Forestal,floresta tropical
Transversal,valores da natureza
Agro,cultivo de hortaliças (operação)
Agro,óleos vegetais
Agro,óleos vegetais
Agro,vegetais
Agro,vegetais
Transversal,projeto de planta piloto
Agro,biologia vegetal
Agro,fibras vegetais
Agro,nutrição vegetal
Agro,vegetação
Agro,mapas de vegetação
Agro,vida vegetativa
Agro,vermicomposto
Transversal,vertebrados
Transversal,videira
Transversal,Vinhedo
Transversal,vacinas contra vírus
Forestal,noz
Agro,carbono orgânico do solo
Agro,propriedades do solo
Transversal,conservação de água
Transversal,conservação de água
Transversal,eutrofização da água
Transversal,recursos hídricos
Transversal,segurança hídrica
Transversal,segurança hídrica
Transversal,índice de segurança hídrica 
Transversal,zona húmida
Agro,trigo
Agro,trigo
Agro,palha de trigo
Transversal,polinizador selvagem
Transversal,espécies selvagens
Turismo,observação de espécies selvagens
Biotecnología,vinho
Forestal,madeira
Forestal,lascas de madeira
Forestal,combustível de madeira
Residuos,biomassa residual
Residuos,biorrefinaria de resíduos
Residuos,Reciclagem de lixo
Residuos,valorização de resíduos
Forestal,paletes de madeira
Forestal,pellets de madeira
Transversal,recursos naturais mundiais
Agro,inhame
Agro,inhame
Transversal,levedura
Agro,mandioca
Agro,zoólogos
Agro,zoologia
Transversal,glicoalcalóides
Salud,anticorpo anti-HIV
Salud,anticorpo humoral
Salud,anticorpo ige
Salud,anticorpo policlonal
Salud,anticorpo primário
Salud,anticorpo secundário
Salud,anticorpo neutralizante de soro
Salud,Anticorpo HIV
Salud,antianticorpo
Salud,anticorpo contra proteínas não estruturais
Salud,anticorpo contra pne
Salud,fitoanticorpo
Biotecnología,antimicrobianos clinicamente importantes
Transversal,antraz bacteriano
Transversal,ferrugem bacteriana do algodão
Transversal,mancha bacteriana da videira
Transversal,tripéptido glicosilado de micobactérias
Transversal,tripéptido glicosilado de micobactérias
Salud,técnicas baseadas no uso de biomarcadores
Agro,biopesticida metarhizium
Biotecnología,biorreator enzimático
Biotecnología,biorreator de filtro
Biotecnología,biorreator de loop
Biotecnología,biorreator de membrana
Biotecnología,biorreator de malha
Biotecnología,fotobiorreator
Biotecnología,biorreator de tanque
Biotecnología,biorreator de circulação externa
Biotecnología,biorreator tipo tanque
Turismo,capacidade de carga disponível
Turismo,capacidade de suporte de um pasto
Turismo,capacidade de suporte de um ecossistema
Turismo,capacidade de suporte das pastagens
Turismo,capacidade de carga do terreno
Turismo,capacidade de suporte demográfico
Turismo,capacidade de carga ecológica
Turismo,capacidade de suporte do ecossistema
Turismo,capacidade de carga física
Turismo,capacidade de carga produtiva
Turismo,capacidade de carga de água de um canal
Biotecnología,Cromatografia de afinidade
Biotecnología,cromatografia em fase gasosa
Biotecnología,cromatografia em coluna
Biotecnología,cromatografia em fase gasosa
Biotecnología,detecção de ionização de chama por cromatografia gasosa
Transversal,índice de vulnerabilidade ambiental
Agro,índice de produção de alimentos
Agro,índice de variabilidade da produção de alimentos
Residuos,índice de desperdício alimentar
Biotecnología,técnica de expressão genética anti-sentido
Biotecnología,terapia genética ex vivo
Biotecnología,terapia genética com células germinativas
Biotecnología,terapia genética de linhagem germinativa
Biotecnología,terapia genética humana
Biotecnología,terapia genética in vivo
Biotecnología,terapia genética de células somáticas
Biotecnología,diversidade genética florestal
Biotecnología,diversidade genética dentro das espécies
Biotecnología,diversidade genética intraespécie
Transversal,desenvolvimento de planta piloto
Biotecnología,coeficiente de diferenciação genética
Biotecnología,técnicas de engenharia/modificação genética
Biotecnología,quimera partenogenética
Biotecnología,agrogenômica
Transversal,tecnologia de gestão de recursos hídricos
Transversal,gestão de abastecimento de recursos hídricos
Turismo,certificação de construção verde
Biotecnología,teste de resistência a fungos
Transversal,plantas piloto
Transversal,g proteínas
