sectors,keyword_en
Agro,biobased economy
Agro,biobased fertiliser
Agro,biobased industry
Agro,biobased material
Agro,biobased product
Energía,biobutanol
Transversal,biocatalyst
Transversal,biochemical genetics
Transversal,biochemical oxygen demand
Transversal,biochemical phenomena
Transversal,bioclimatology
Transversal,biocompatible materials
Transversal,bioconversion
Energía,biocrude
Energía,biocrude
Forestal,tropical forests
Transversal,biodegradable bag
Transversal,biodegradation
Energía,biodiesel production
Transversal,biodiversity footprint hotspots
Transversal,biodiversity intactness index
Agro,biodrying
Transversal,bioemulsifiers
Transversal,bioemulsions
Energía,bioethanol
Residuos,waste water
Agro,biofertiliser
Agro,biofertilizer
Transversal,biofilter
Energía,biogas
Energía,biogas
Energía,biogas production
Energía,biogasoline
Energía,biogenesis
Energía,biogenic volatile organic compounds
Transversal,biogeography
Transversal,biogravitation
Transversal,biohythane
Transversal,bioinstrumentation
Transversal,biological adaptation
Transversal,biological balance
Transversal,biological factors
Transversal,biological pest control
Agro,agricultural companies
Agro,agricultural cooperatives
Agro,agricultural development
Agro,agricultural economy
Transversal,biological phenomena
Transversal,biological products
Agro,agricultural planning
Energía,biogas plant
Agro,agricultural potential
Agro,agricultural production
Agro,agricultural projects
Agro,agricultural regions
Agro,agricultural residuals
Transversal,biological regeneration
Agro,agricultural services
Agro,agricultural systems
Agro,agricultural technology
Agro,agriculture for export
Agro,agriculture. feeding
Agro,agrobusiness operation
Agro,agroindustrial complexes
Agro,agronomic engineering
Agro,agronomic r&d
Agro,agronomists
Agro,agronomists
Agro,agronomy
Transversal,biological resources
Transversal,biological samples
Transversal,biological sciences
Transversal,biological surveys
Transversal,biological therapy
Transversal,biological transport
Transversal,biological treatment facility
Transversal,biologists
Transversal,biology
Energía,biolubricant
Transversal,biomanufacture
Transversal,biomass briquettes
Transversal,biomass concentration
Transversal,biomass disposal
Transversal,biomass power
Transversal,biomass production
Transversal,biomass valorization
Forestal,non-timber forest products
Transversal,biomathematics
Transversal,biomechanics
Biotecnología,biomedical engineering
Energía,nonrenewable energy sources
Biotecnología,biomedical materials
Transversal,bionic
Forestal,old-growth forest
Residuos,animal waste
Transversal,biooil
Transversal,biophysics
Transversal,bioplastic
Biotecnología,biopolymer
Biotecnología,biopolymerization
Transversal,bioproduct
Biotecnología,bioreactor landfill
Transversal,biorecovery
Transversal,biosorption
Transversal,biosynthesis
Transversal,bioterrorism
Transversal,biotic material
Agro,birch
Agro,birch
Turismo,birds
Turismo,botanical gardens
Transversal,botanicals
Energía,biogas plant repairing
Transversal,botany
Transversal,brachiopods
Transversal,bulbous vegetables
Transversal,by-product
Transversal,byproducts
Transversal,c+t collections
Agro,cane sugar
Transversal,capitalization of r&d results
Transversal,carbon cycle_1
Transversal,carbon dioxide
Transversal,carbon dioxide equivalent
Agro,carbon farming
Transversal,carbon sequestration
Transversal,carotene
Transversal,carotenes
Transversal,carotenoids
Forestal,Reducing emissions from deforestation and forest degradation
Agro,carrots
Forestal,artificial forests
Agro,cassava
Energía,bio-gas plant
Forestal,reducing emission from deforestation and forest degradation
Agro,castor oil
Energía,renewable energy
Energía,renewable energy sources
Transversal,catalysis
Transversal,catalysts
Transversal,catalytic pyrolysis
Biotecnología,cell biology
Biotecnología,cell culture
Agro,cell cultures
Transversal,cell morphology
Transversal,cell physiology
Transversal,cell structure
Transversal,cells (biology)
Transversal,cellular division
Transversal,cellular membrane
Transversal,cellulose
Transversal,cellulose
Transversal,cellulose esters
Transversal,cellulose ethers
Transversal,cellulose resins
Transversal,cellulose-to-ethanole
Transversal,centrifugation
Forestal,second-growth forest
Agro,cereal
Agro,cereal cultivation (operation)
Agro,cereal products
Transversal,chemical engineering
Transversal,chemical engineers
Transversal,chitin
Transversal,chitosan
Transversal,chromatographic analysis
Biotecnología,chromatography
Transversal,chromosomes
Transversal,circular bioeconomy
Transversal,circular business model
Transversal,circular industrial value chain
Transversal,circular regenerative economy
Transversal,circular solution
Transversal,circular value chain
Transversal,circularity assessment
Transversal,clinical biochemistry
Transversal,closed nutrient circle
Biotecnología,co-pyrolysis
Agro,cocoa
Agro,cocoa (tree)
Agro,coconut oil
Agro,coconut tree
Agro,coffee
Agro,coffee tree
Transversal,colloids
Transversal,complex organic compounds
Transversal,composite materials
Transversal,composition of matter
Transversal,composition of medicines
Transversal,compost pile
Transversal,composting
Transversal,conifer
Transversal,coniferous
Biotecnología,biotechnology
Transversal,conservation benefits
Transversal,control laboratories
Transversal,coppice
Transversal,cork
Transversal,corn
Agro,soil fertility
Agro,soil quality
Transversal,corn chip
Transversal,corn oil
Transversal,cotton
Agro,cotton fibers
Agro,cotton stalk
Agro,cottonseed oil
Agro,coupled social-ecological systems
Agro,cross-laminated timber
Transversal,crystallization
Agro,crystallography
Agro,cucurbitaceous fruits
Agro,cucurbits
Agro,cultivated land
Agro,cultivated land
Agro,cultivation
Agro,cultivation in terraces
Agro,sustainable soil management
Agro,sustainably-intensified agriculture
Agro,cultivation practices
Transversal,technology transfer
Transversal,technology transfer services
Transversal,dark fermentation
Transversal,dealkylation
Transversal,deamination
Transversal,decantation
Transversal,decarboxylation
Transversal,dechlorination
Transversal,decomposition reactions
Transversal,decontamination
Transversal,degassing
Transversal,dehumidification
Agro,dehydrated foods
Transversal,dehydration
Transversal,deionization
Transversal,demineralization
Transversal,development of new processes
Transversal,development of new products
Transversal,diffusion coefficient
Biotecnología,digestate
Transversal,dispersing agents
Transversal,distillation
Transversal,diversification of production
Residuos,waste disposal
Agro,diversified farming
Agro,diversified farming system
Transversal,dna barcoding
Transversal,dolphins
Transversal,dominant genes
Biotecnología,drug interaction
Biotecnología,drug metabolism
Biotecnología,drug receptors
Biotecnología,drug stability
Biotecnología,drug therapy
Biotecnología,drugs
Agro,dry farming
Transversal,drying
Transversal,drying oils
Forestal,deforestation
Forestal,deforested lands
Transversal,dryland degradation
Agro,dryland farming
Transversal,ducks
Transversal,earthworm
Transversal,ebony
Transversal,echinoderms
Transversal,ecological balance
Transversal,ecological crisis
Transversal,ecological degradation
Transversal,ecological disasters
Transversal,ecological feasibility
Transversal,ecological footprint
Transversal,ecological niche
Transversal,ecological relationships
Transversal,ecological systems
Residuos,domestic waste
Transversal,ecology
Transversal,ecosystem degradation
Transversal,ecosystem engineer
Transversal,ecosystem health
Transversal,ecosystem management
Agro,earth (soils)
Transversal,ecosystem service
Transversal,ecosystems
Transversal,ecotone
Transversal,edaphology
Transversal,edible araceas
Agro,edible cruciferous
Agro,edible cucurbits
Agro,edible fats
Agro,edible mushrooms
Agro,edible nuts
Agro,edible oil refining
Agro,edible oils
Agro,edible roots
Transversal,elastomers
Transversal,electrochemistry
Transversal,electrolysis
Transversal,electromagnetic absorption
Transversal,endemism
Transversal,entomology
Turismo,environmental assets
Transversal,environmental biology
Transversal,environmental control
Transversal,environmental effects
Transversal,environmental engineering
Transversal,environmental management
Transversal,environmental protection
Transversal,environmental service
Transversal,environmental services
Transversal,environmental simulation
Transversal,environmental studies
Transversal,environmental taxes
Transversal,environmental tests
Biotecnología,enzyme inhibitors
Biotecnología,enzymology
Transversal,epifauna
Transversal,essential biodiversity variables
Transversal,eubacteria
Transversal,eucalyptus
Transversal,eutrophic
Transversal,eutrophic
Transversal,eutrophication
Transversal,evaporation
Transversal,capital-intensive technologies
Transversal,fagus
Agro,farm
Agro,farm equipment
Agro,farm products
Agro,farmer
Agro,farms
Transversal,fast pyrolysis
Transversal,fatty acids
Transversal,fatty alcohols
Transversal,feed
Transversal,fermentation
Agro,fertilization
Agro,fertilizer
Agro,cereal crops
Transversal,fibers
Transversal,field research
Transversal,finished products
Transversal,finished products
Transversal,fir
Transversal,fish
Agro,fish liver oils
Agro,fish oils
Piscícola,fisheries conservation
Piscícola,fishery products
Piscícola,fishery resources
Transversal,flax
Transversal,flax fibers
Transversal,floatation
Agro,field crops
Transversal,floriculture
Transversal,flounder
Transversal,flour
Transversal,flowers
Biotecnología,fluidization
Biotecnología,fluoridation
Forestal,coniferous forests
Biotecnología,fluoridation
Biotecnología,fluorometry
Agro,fodder cereals
Agro,fodder roots
Agro,food additives
Agro,food analysis
Agro,crop diversification
Agro,crop production
Agro,crop rotation
Agro,cropping systems
Agro,crops
Agro,food consumption
Agro,food contamination
Agro,food demand
Agro,food distribution
Agro,food economics
Agro,food inspection
Agro,food labeling
Agro,food packaging
Agro,food planning
Agro,food poisoning
Agro,food policy
Agro,food processing
Agro,food production
Agro,food products
Agro,food proteins
Agro,food rations
Agro,food regimen
Agro,food resources
Agro,food resources
Agro,food services
Agro,food spoilage
Agro,food storage
Agro,food supply
Agro,food web
Agro,food-industry
Agro,food's microbiology
Agro,freeze drying
Agro,freezing
Agro,food technology
Transversal,freezing points
Piscícola,freshwater fish
Agro,fruit
Forestal,forest conservation
Forestal,forest cultivation (operation)
Agro,fruit vegetables
Forestal,forest products
Forestal,forest trees
Forestal,deciduous forests
Forestal,forestry production
Forestal,forestry services
Forestal,forestry workers
Forestal,forests
Agro,fruitculture
Agro,fruits of temperate climate trees
Agro,fuel additives
Transversal,garden
Agro,garden cultivation
Biotecnología,gene flow
Biotecnología,genes
Biotecnología,genetic composition
Biotecnología,genetic counseling
Biotecnología,genetic engineering
Biotecnología,genetic erosion
Biotecnología,genetic improvement
Biotecnología,genetic intervention
Biotecnología,genetic resources
Biotecnología,genetically modified organism
Biotecnología,genetics
Transversal,germination
Agro,grain production
Agro,grain yield
Agro,grape pomace
Agro,grapefruit
Agro,grapefruits
Agro,grass clipping
Agro,grassland
Agro,grazing land management
Transversal,green capital
Transversal,green infrastructure
Transversal,green revolution
Transversal,green taxes
Agro,grinding
Agro,ground control systems
Agro,growth regulators
Transversal,guava
Transversal,guavas
Transversal,guayule
Transversal,guinea pigs
Transversal,habitat connectivity
Transversal,habitat ecosystem functions
Transversal,habitat service
Transversal,hardwood
Transversal,harvest
Transversal,harvesting
Agro,healthy food
Transversal,hemp
Transversal,hemp (fiber)
Transversal,herbs
Transversal,heterozygosity
Transversal,homogenization
Energía,energetic resources
Energía,energy metabolism
Energía,energy sources
Transversal,homopolymers
Transversal,honey bee
Transversal,hotspot of endemism
Transversal,human genetics
Forestal,humid tropics
Transversal,humification
Transversal,hydrological cycle
Transversal,hydrologists
Transversal,hydrolysis
Transversal,important bird & biodiversity areas
Transversal,improved products
Transversal,environmental technology
Transversal,in situ conservation of biodiversity
Transversal,indigenous and community conserved areas
Turismo,indigenous knowledge
Transversal,industrial symbiosis
Transversal,infauna
Transversal,insects
Transversal,insects
Biotecnología,integrated biorefinery
Transversal,integrated landscape management
Transversal,interferon
Transversal,invertebrates
Transversal,investigation and development
Transversal,iroko
Transversal,isomerization
Transversal,key biodiversity area
Transversal,keystone species
Transversal,laboratories
Transversal,laboratory prototypes
Transversal,laboratory tests
Transversal,land cover
Transversal,land transformation
Transversal,land use
Transversal,land use
Transversal,land use change
Transversal,land use intensification
Transversal,land use services
Transversal,land value
Transversal,landscape design
Transversal,landscape functioning
Transversal,landscape heterogeneity
Transversal,landscape protection
Forestal,forest areas
Transversal,landscape protection
Transversal,landscape socio-ecological approach
Transversal,large scale operations
Transversal,latex rubber
Agro,fruit crops
Forestal,tanniferous plants
Forestal,plantation forests
Transversal,leaching
Forestal,perennial plant cover
Agro,legume vegetables
Agro,legumes
Agro,legumes
Agro,lemons
Agro,lichens
Transversal,life cycle
Agro,oilseed crops
Agro,oilseed crops
Transversal,linseed oil
Transversal,lipids
Agro,livestock
Agro,livestock improvement
Agro,livestock manure
Agro,living lab
Transversal,living lab
Transversal,living organisms
Transversal,local community
Transversal,local ecological knowledge
Agro,organic soils
Transversal,local economies
Agro,local food
Forestal,lumber
Transversal,living laboratory
Transversal,macromolecules
Transversal,mainstreaming biodiversity
Agro,maize
Transversal,managed pollinator
Transversal,management of wild species
Agro,mandarin
Agro,mango
Agro,mangoes
Agro,maple
Piscícola,marine algae
Piscícola,marine aquaculture
Piscícola,marine biology
Piscícola,marine biology
Piscícola,marine ecosystems
Piscícola,marine environment
Piscícola,marine fish
Piscícola,marine fish
Piscícola,marine resources
Transversal,mass spectrometers
Transversal,mean species abundance
Forestal,permanent plant cover
Forestal,plantation
Transversal,megadiverse countries
Transversal,megadiverse country
Transversal,metabolic activity
Transversal,micro-algae
Transversal,micro-habitats
Transversal,microalga
Transversal,microbes
Transversal,microbial biomass
Transversal,microbial genetics
Transversal,microbiofuel
Transversal,microbiology
Transversal,microchemistry
Transversal,micronutrients
Biotecnología,mixed culture
Biotecnología,molecular biology
Biotecnología,molecular spectra
Biotecnología,molecular spectroscopy
Transversal,molecules
Transversal,mollusks
Transversal,multifunctional ‘scape
Transversal,mushroom
Biotecnología,mutagenesis
Transversal,muti-use system
Transversal,mycology
Transversal,mycoplasma
Transversal,myxobacteria
Transversal,native breed
Transversal,native pollinator
Transversal,native species
Transversal,natural areas
Transversal,natural capital accounts
Transversal,natural capital_1
Transversal,natural environment
Transversal,natural environment
Transversal,natural fertilizer
Transversal,natural habitat
Transversal,natural hazards
Transversal,natural history
Transversal,natural resource services
Transversal,natural resources
Transversal,natural rubber
Transversal,natural sciences
Transversal,natural sciences
Residuos,organic waste
Transversal,natural selection
Transversal,nature
Transversal,nature conservation
Transversal,nature-based recreation
Transversal,nature's contributions to people
Transversal,net biome production
Transversal,net ecosystem production
Transversal,net positive impact (npi)
Transversal,net present value
Transversal,net primary production
Agro,non-lethal harvest
Transversal,non-monetary valuation
Transversal,non-timber resource
Transversal,nucleic acids
Transversal,nucleoproteins
Transversal,nucleosides
Transversal,nucleotides
Transversal,nutrient availability
Transversal,nutrient recovery
Transversal,nutrients
Transversal,nylon fibers
Transversal,nylon resins
Transversal,oak
Transversal,oatmeal
Transversal,oats
Piscícola,oceanography
Forestal,tree planting
Transversal,oils
Transversal,oilseeds
Transversal,olive
Transversal,olive
Transversal,olive oil
Transversal,olive stone
Transversal,one biosecurity
Transversal,one health
Transversal,orange tree
Transversal,oranges
Transversal,organic ammonium compounds
Transversal,organic anhydrides
Agro,seasonal crop
Transversal,organic arsenic compounds
Transversal,organic azides
Agro,soil biochemistry
Agro,soil biology
Agro,soil chemistry
Agro,soil classification
Transversal,organic boron compounds
Transversal,organic bromine compounds
Transversal,organic chemicals
Forestal,reforestation
Transversal,organic chemistry
Transversal,organic compounds
Agro,organic fertilizers
Agro,organic food
Agro,organic horticulture
Transversal,organic inputs
Transversal,organic matter
Piscícola,aquatic plants
Transversal,ornithology
Transversal,outdoor roofing material
Transversal,palm kernel shell
Transversal,palm oil
Transversal,papaya (tree)
Transversal,papayas
Transversal,participatory governance
Transversal,pass
Transversal,passive restoration
Transversal,payment for ecosystem services
Transversal,peanut
Piscícola,aquatic plants
Transversal,peanut oil
Transversal,peat
Transversal,peatland
Transversal,pellet fuel
Transversal,pellet stove
Transversal,peptides
Agro,sugar crops
Transversal,plant propagation
Transversal,plant anatomy
Biotecnología,biotechnological development
Transversal,plant ecology
Agro,tropical agriculture
Forestal,tropical forests
Transversal,phenology
Transversal,phylogenetic diversity
Biotecnología,biotechnological innovations
Biotecnología,biotechnological potential
Agro,vegetable crops
Biotecnología,biotechnological research
Biotecnología,biotechnological revolution
Transversal,phylogenetic endemism
Transversal,physical biochemistry
Transversal,physical environment
Biotecnología,biotechnological trends
Transversal,phytogenetics
Transversal,phytogenics
Transversal,phytoplankton
Agro,pig farm
Residuos,pig manure
Transversal,pigmentation
Transversal,pigments
Agro,pilot farms
Transversal,plant growth
Transversal,plant layout
Transversal,plant mating system
Forestal,pine
Agro,pineapples
Agro,tuber crops
Piscícola,pisciculture
Transversal,planetary boundaries
Transversal,planned biodiversity
Transversal,plant products
Transversal,plant protection
Transversal,plant reproduction
Transversal,plant resources
Transversal,plant root
Transversal,plant transpiration
Transversal,plant viruses
Agro,agri-business
Agro,agri-food
Agro,agri-food
Agro,agri-food chain
Agro,agri-food industry
Transversal,plant-pollinator network
Agro,agricultural
Agro,agricultural industry
Agro,agricultural land
Agro,agricultural production
Agro,agricultural productivity
Agro,agricultural research
Agro,agricultural residue
Agro,agricultural surplus
Agro,agricultural sustainability
Agro,agricultural value chain
Agro,agricultural waste
Agro,agriculture industry
Agro,agriculture product
Agro,agrifood chain
Agro,agrifood industry
Agro,agritech
Agro,agro industrial sector
Agro,agro-biodiversity
Agro,agro-biomass
Agro,agro-ecological
Agro,agro-ecology
Agro,agro-food
Agro,agro-food residue
Agro,agro-food residue conversion packaging material
Agro,agro-food sector
Forestal,agro-forestry
Agro,agro-industrial sector
Residuos,agro-industrial waste
Agro,agrobiomass
Agro,agroecological
Agro,agrofood
Transversal,root plants
Agro,agrofood residue conversion packaging material
Agro,agrofood sector
Residuos,agroindustrial waste
Transversal,stimulating plants
Transversal,plants
Transversal,plant genetic diversity
Residuos,animal waste
Transversal,plant biodiversity
Transversal,plant biology
Transversal,plant biochemistry
Transversal,biological control of plant diseases
Transversal,plant ecology
Transversal,plant systematics
Transversal,participatory plant breeding
Transversal,grassland plant diversity
Transversal,aromatic plants
Residuos,waste disposal
Transversal,latifera plants
Agro,pollination
Transversal,pollination effectiveness
Transversal,pollination efficiency
Transversal,pollination network
Transversal,pollination service
Agro,pollinator
Transversal,pollinator decline
Transversal,pollinator dependence
Agro,polyculture
Agro,potatoes
Agro,potatoes
Agro,precision breeding
Transversal,product lifecycle
Turismo,protected area
Energía,bio-energy
Energía,bio-energy production
Transversal,protein denaturation
Transversal,protein metabolism
Agro,protein rich foods
Transversal,proteins
Transversal,pulp mill
Biotecnología,pyrolysis
Transversal,quality control
Transversal,quality of life
Transversal,r&d centers
Transversal,r&d funds
Transversal,r&d institutes
Transversal,r&d laboratories
Transversal,r&d management
Transversal,r&d objectives
Transversal,r&d offer
Transversal,ramsar site
Transversal,raw materials
Transversal,reaction kinetics
Transversal,recessive genes
Transversal,recombination reactions
Transversal,recycling
Forestal,redd-plus
Forestal,redd+
Transversal,reduced impact logging
Agro,reduced-tillage
Transversal,refining
Transversal,refrigeration
Transversal,regional economy
Transversal,renewable resources
Transversal,reptiles
Transversal,reptiles
Transversal,research laboratories
Transversal,researchers
Residuos,bio-waste
Transversal,resins
Transversal,resource recovery
Transversal,resources conservation
Transversal,resources development
Transversal,resources evaluation
Transversal,resources exploration
Transversal,resources management
Forestal,restoration
Agro,rice
Agro,rice
Agro,rice husk
Agro,rice straw
Agro,rice yield
Transversal,rivers
Transversal,rivers
Energía,bioenergy production
Transversal,rna virus
Transversal,medicinal plants
Forestal,round wood
Forestal,rubber wood
Transversal,rubbers
Transversal,rural
Transversal,rural area
Transversal,rural economy
Transversal,rural engineering
Transversal,rural industries
Transversal,rural zones
Agro,rye
Transversal,sacred natural sites
Transversal,safflower oil
Forestal,saw dust
Transversal,scientific cooperation
Transversal,scientific development
Residuos,biomass waste
Transversal,scientific expeditions
Transversal,scientific expeditions
Transversal,scientific innovations
Transversal,scientific potential
Residuos,waste treatment
Transversal,scientists
Transversal,scorpions
Residuos,biowaste
Piscícola,sea ​​fishing
Piscícola,sea ​​products
Agro,seafood
Piscícola,seascape
Transversal,secondary raw material
Transversal,sediment turf
Transversal,seed selection
Transversal,seeds
Transversal,semi-natural ecosystems
Agro,circular agronomics
Transversal,sesame oil
Transversal,shrub
Agro,silage
Agro,silvicultural
Agro,silviculture
Agro,silvopastoralism
Transversal,slate oil
Forestal,closed forest
Transversal,social-ecological resilience
Forestal,cloud forest
Transversal,socio-ecological production landscapes
Transversal,socio-ecological system
Transversal,socioecological resilience
Agro,sorghum
Agro,sowing
Agro,soy
Agro,soybean
Transversal,species
Transversal,species composition
Transversal,species richness
Transversal,species richness
Transversal,species-led management
Biotecnología,spectrophotometry
Forestal,deforestation
Biotecnología,spectroscopic analysis
Agro,spices
Transversal,spiders
Transversal,spores
Forestal,spruce
Energía,energy crop
Energía,energy recovery
Agro,stem
Agro,straw
Transversal,sugar acids
Transversal,sugar alcohols
Agro,sugar beets
Agro,sugar cane
Agro,sugarcane
Agro,sugarcane bagasse
Agro,sunflower
Agro,sunflower oil
Transversal,sustainability transitions
Forestal,forest
Forestal,forest area
Forestal,forest biodiversity
Forestal,forest conversion
Forestal,forest degradation
Forestal,forest ecosystem
Forestal,forest farming
Forestal,forest land
Forestal,forest product
Forestal,forest regrowth
Forestal,forest residue
Forestal,forest resource
Forestal,forest restoration
Forestal,forest sector
Forestal,forest-based sector
Biotecnología,sustainable biorefinery
Agro,sustainable food for farmed animals
Agro,sustainable food systems
Transversal,sustainable intensification
Transversal,sustainable land management
Transversal,sustainable use
Transversal,systemic approach
Agro,tangerines
Transversal,oil plants
Turismo,terrestrial ecosystems
Agro,territorial food strategies
Transversal,thermodynamics
Biotecnología,tissue conservation
Biotecnología,tissue culture
Biotecnología,tissue extracts
Transversal,tissues
Agro,tobacco
Transversal,tocopherol
Agro,tomato
Agro,tomatoes
Biotecnología,torrefaction
Biotecnología,trace analysis
Transversal,trace elements
Transversal,trade-offs
Transversal,traditional and local knowledge
Transversal,traditional know-how
Transversal,traditional medicinal practice
Transversal,traditional medicine
Biotecnología,transesterification
Biotecnología,translocation
Forestal,non-timber forest product
Forestal,tree
Forestal,tree nursery
Transversal,ornamental plants
Forestal,trees
Forestal,trees
Transversal,trial design
Transversal,tropical
Residuos,organic waste
Transversal,tropical fruits
Transversal,tropical regions
Transversal,tropical zones
Residuos,paper waste
Agro,tuber legumes
Agro,agri-tech
Agro,agrofood residue
Biotecnología,ultracentrifugation
Biotecnología,vaccines
Transversal,valorisation
Transversal,value added product
Residuos,pulp waste
Transversal,value chains
Forestal,rainforest
Transversal,values of nature
Agro,vegetable cultivation (operation)
Agro,vegetable oils
Agro,vegetable oils
Agro,vegetables
Agro,vegetables
Transversal,pilot plant design
Agro,vegetal biology
Agro,vegetal fibers
Agro,vegetal nutricion
Agro,vegetation
Agro,vegetation maps
Agro,vegetative life
Agro,vermicomposte
Transversal,vertebrates
Transversal,vine
Transversal,vineyard
Transversal,virus vaccines
Forestal,walnut
Agro,soil organic carbon
Agro,soil properties
Transversal,water conservation
Transversal,water conservation
Transversal,water eutrophication
Transversal,water resources
Transversal,water security
Transversal,water security
Transversal,water security index 
Transversal,wetland
Agro,wheat
Agro,wheat
Agro,wheat straw
Transversal,wild pollinator
Transversal,wild species
Turismo,wild species watching
Biotecnología,wine
Forestal,wood
Forestal,wood chip
Forestal,wood fuel
Residuos,waste biomass
Residuos,waste biorefinery
Residuos,waste recycling
Residuos,waste valorization
Forestal,wood pellet
Forestal,wood pellets
Transversal,world natural resources
Agro,yams
Agro,yams
Transversal,yeast
Agro,yucca
Agro,zoologists
Agro,zoology
Transversal,glycoalkaloids
Salud,hiv antibody
Salud,humoral antibody
Salud,ige antibody
Salud,polyclonal antibody
Salud,primary antibody
Salud,secondary antibody
Salud,serum-neutralizing antibody
Salud,HIV antibody
Salud,antiantibody
Salud,antibody against non-structural proteins
Salud,antibody against pne
Salud,phytoantibody
Biotecnología,medically important antimicrobials
Transversal,bacterial anthrax
Transversal,bacterial blight of cotton
Transversal,bacterial blight of grapevine
Transversal,glycosilated tripeptide of mycobacteria
Transversal,glycosylated tripeptide of mycobacteria
Salud,techniques based on the use of biomarkers
Agro,metarhizium biopesticide
Biotecnología,enzyme bioreactor
Biotecnología,filter bioreactor
Biotecnología,loop bioreactor
Biotecnología,membrane bioreactor
Biotecnología,mesh bioreactor
Biotecnología,photo-bioreactor
Biotecnología,tank bioreactor
Biotecnología,external circulation bioreactor
Biotecnología,tank type bioreactor
Turismo,available load capacity
Turismo,carrying capacity of a pasture
Turismo,carrying capacity of an ecosystem
Turismo,carrying capacity of pastures
Turismo,carrying capacity of the land
Turismo,demographic carrying capacity
Turismo,ecological carrying capacity
Turismo,ecosystem carrying capacity
Turismo,physical load capacity
Turismo,productive load capacity
Turismo,water carrying capacity of a canal
Biotecnología,affinity chromatography
Biotecnología,chromatography in gaseous phase
Biotecnología,column chromatography
Biotecnología,gas chromatography
Biotecnología,gas chromatography flame ionization detection
Transversal,environmental vulnerability index
Agro,food production index
Agro,index of variability of food production
Residuos,food waste index
Biotecnología,anti-sense gene expression technique
Biotecnología,ex vivo gene therapy
Biotecnología,germ cell gene therapy
Biotecnología,germ line gene therapy
Biotecnología,human gene therapy
Biotecnología,in vivo gene therapy
Biotecnología,somatic cell gene therapy
Biotecnología,forest genetic diversity
Biotecnología,genetic diversity within species
Biotecnología,intraspecies genetic diversity
Transversal,pilot plant development
Biotecnología,genetic differentiation coefficient
Biotecnología,genetic engineering/modification techniques
Biotecnología,parthenogenetic chimera
Biotecnología,agri-genomics
Transversal,water resources management technology
Transversal,water resources supply management
Turismo,green building certification
Biotecnología,fungal resistance test
Transversal,pilot plants
Transversal,g proteins
